821	817	552	273	685	698	772	69	417	40	61	439	653	53	792	795	217	437	760	659	253	408	114	332	813	312	40	476	571	214	48	107	539	489	665	381	717	318	736	704	635
817	821	411	701	405	192	616	72	724	326	581	211	119	387	380	333	452	123	718	404	89	400	328	363	564	81	602	784	494	477	98	169	314	804	780	190	40	413	509	195	567
552	411	821	240	347	154	287	576	528	104	773	690	97	669	492	512	140	638	100	55	664	435	432	558	40	812	730	218	733	306	239	681	285	110	807	323	319	290	91	457	748
273	701	240	821	267	282	471	550	542	519	583	345	667	466	191	40	74	126	734	376	462	162	767	334	298	430	504	696	121	713	40	796	250	778	47	693	493	129	497	623	360
685	405	347	267	821	397	803	255	118	374	202	689	268	526	610	781	629	420	43	170	422	774	320	259	749	54	707	658	613	603	248	42	179	429	626	40	157	490	554	426	40
698	192	154	282	397	821	615	612	597	210	135	402	83	391	633	102	266	472	751	507	711	600	787	183	348	160	401	743	747	525	482	112	63	377	40	371	805	263	337	480	609
772	616	287	471	803	615	821	451	537	789	468	171	149	201	544	723	215	40	261	197	344	739	634	715	200	545	341	818	137	483	467	448	703	330	673	274	152	648	136	475	533
69	72	576	550	255	612	451	821	109	141	569	745	563	460	316	427	372	41	44	474	655	622	459	700	484	184	403	731	517	40	409	378	117	721	40	238	40	414	145	599	500
417	724	528	542	118	597	537	109	821	487	311	728	692	85	79	173	670	561	164	254	816	369	393	206	212	481	40	433	501	147	491	470	588	595	675	296	307	295	317	225	286
40	326	104	519	374	210	789	141	487	821	632	359	216	756	99	768	76	78	155	793	624	329	283	130	640	708	450	510	777	249	384	233	538	386	444	549	727	529	593	251	596
61	581	773	583	202	135	468	569	311	632	821	92	343	515	40	720	589	523	485	605	694	766	568	688	419	220	666	59	161	619	235	40	584	810	496	540	587	392	113	269	415
439	211	690	345	689	402	171	745	728	359	92	821	716	783	744	621	304	281	133	172	51	142	394	791	385	683	627	742	305	388	196	697	226	617	614	40	390	740	148	40	808
653	119	97	667	268	83	149	563	692	216	343	716	821	106	644	230	258	502	75	741	548	151	354	761	94	73	308	105	518	265	40	753	247	546	799	398	677	586	128	362	95
53	387	669	466	526	391	201	460	85	756	515	783	106	821	656	168	358	143	814	637	514	236	798	131	156	244	608	579	322	662	375	40	802	40	521	175	182	134	45	399	428
792	380	492	191	610	633	544	316	79	99	40	744	644	656	821	702	551	159	722	556	406	678	449	132	407	782	434	227	765	65	208	103	436	431	679	275	611	90	291	288	532
795	333	512	40	781	102	723	427	173	768	720	621	230	168	702	821	163	178	478	560	231	325	186	166	301	684	260	779	631	62	124	150	573	547	762	289	237	661	660	138	232
217	452	140	74	629	266	215	372	670	76	589	304	258	358	551	163	821	775	557	752	108	421	127	335	710	277	725	447	40	423	469	645	575	646	607	606	719	770	379	327	223
437	123	638	126	420	472	40	41	561	78	523	281	502	143	159	178	775	821	418	242	809	278	40	412	355	52	663	297	315	479	438	652	351	641	80	93	699	800	651	203	57
760	718	100	734	43	751	261	44	164	155	485	133	75	814	722	478	557	418	821	365	84	40	757	257	598	279	158	530	40	553	256	40	570	292	357	754	116	755	463	221	520
659	404	55	376	170	507	197	474	254	793	605	172	741	637	556	560	752	242	365	821	336	71	801	618	461	299	96	302	495	763	657	364	70	445	442	60	310	40	726	40	338
253	89	664	462	422	711	344	655	816	624	694	51	548	514	406	231	108	809	84	336	821	806	668	309	682	264	361	424	594	40	293	40	499	541	46	786	58	559	111	139	714
408	400	435	162	774	600	739	622	369	329	766	142	151	236	678	325	421	278	40	71	806	821	672	628	122	88	516	193	181	797	639	382	40	819	368	443	565	270	676	300	77
114	328	432	767	320	787	634	459	393	283	568	394	354	798	449	186	127	40	757	801	668	672	821	342	625	410	177	243	592	40	324	68	794	416	370	649	389	228	262	199	144
332	363	558	334	259	183	715	700	206	130	688	791	761	131	132	166	335	412	257	618	309	628	342	821	769	82	531	785	383	729	555	395	691	764	591	321	464	40	205	185	366
813	564	40	298	749	348	200	484	212	640	419	385	94	156	407	301	710	355	598	461	682	122	625	769	821	125	643	245	40	486	458	735	198	66	189	737	246	687	746	294	87
312	81	812	430	54	160	545	184	481	708	220	683	73	244	782	684	277	52	279	299	264	88	410	82	125	821	40	40	620	465	582	750	590	425	473	207	820	252	543	352	527
40	602	730	504	707	401	341	403	40	450	666	627	308	608	434	260	725	663	158	96	361	516	177	531	643	40	821	165	771	647	101	241	705	650	686	356	758	508	674	455	188
476	784	218	696	658	743	818	731	433	510	59	742	105	579	227	779	447	297	530	302	424	193	243	785	245	40	165	821	153	40	446	339	64	340	566	513	115	759	511	67	40
571	494	733	121	613	747	137	517	501	777	161	305	518	322	765	631	40	315	40	495	594	181	592	383	40	620	771	153	821	815	498	276	535	440	524	194	213	353	577	811	350
214	477	306	713	603	525	483	40	147	249	619	388	265	662	65	62	423	479	553	763	40	797	40	729	486	465	647	40	815	821	488	671	578	506	180	680	712	331	367	234	574
48	98	239	40	248	482	467	409	491	384	235	196	40	375	208	124	469	438	256	657	293	639	324	555	458	582	101	446	498	488	821	40	790	706	776	732	454	271	788	209	146
107	169	681	796	42	112	448	378	470	233	40	697	753	40	103	150	645	652	40	364	40	382	68	395	735	750	241	339	276	671	40	821	86	303	50	222	224	536	396	313	373
539	314	285	250	179	63	703	117	588	538	584	226	247	802	436	573	575	351	570	70	499	40	794	691	198	590	705	64	535	578	790	86	821	272	204	174	456	604	534	585	120
489	804	110	778	429	377	330	721	595	386	810	617	546	40	431	547	646	641	292	445	541	819	416	764	66	425	650	340	440	506	706	303	272	821	709	580	503	187	636	695	738
665	780	807	47	626	40	673	40	675	444	496	614	799	521	679	762	607	80	357	442	46	368	370	591	189	473	686	566	524	180	776	50	204	709	821	453	229	284	176	167	441
381	190	323	693	40	371	274	238	296	549	540	40	398	175	275	289	606	93	754	60	786	443	649	321	737	207	356	513	194	680	732	222	174	580	453	821	505	346	40	601	349
717	40	319	493	157	805	152	40	307	727	587	390	677	182	611	237	719	699	116	310	58	565	389	464	246	820	758	115	213	712	454	224	456	503	229	505	821	572	280	630	49
318	413	290	129	490	263	648	414	295	529	392	740	586	134	90	661	770	800	755	40	559	270	228	40	687	252	508	759	353	331	271	536	604	187	284	346	572	821	642	562	654
736	509	91	497	554	337	136	145	317	593	113	148	128	45	291	660	379	651	463	726	111	676	262	205	746	543	674	511	577	367	788	396	534	636	176	40	280	642	821	56	522
704	195	457	623	426	480	475	599	225	251	269	40	362	399	288	138	327	203	221	40	139	300	199	185	294	352	455	67	811	234	209	313	585	695	167	601	630	562	56	821	219
635	567	748	360	40	609	533	500	286	596	415	808	95	428	532	232	223	57	520	338	714	77	144	366	87	527	188	40	350	574	146	373	120	738	441	349	49	654	522	219	821
