6106	303	3182	3713	3180	4870	1996	1476	578	242	1332	1304	3329	5447	398	3277	4312	2066	585	6042	2868	2246	1966	5121	5574	110	4906	3641	2404	442	5091	2784	3969	5970	3504	123	3572	4336	2156	1316	889	153	4270	4394	135	1747	4253	112	1576	3268	4048	3620	3260	852	445	216	4933	920	5778	389	1190	326	3138	3146	2380	3926	1164	724	4723	5432	5562	1446	1583	5554	570	2881	5372	368	3160	488	2153	1462	5186	5582	3007	497	4374	1552	5200	4836	3764	4435	3334	1447	980	912	5874	3717	3693	5527	720	3210	2746	379	539	110	4879	4340	4028	5005	1611
303	6106	3422	3916	4416	1375	2598	110	1216	2317	4180	4901	3091	3665	4153	5815	155	4406	3400	1159	3601	2260	4908	4500	2339	538	2921	2880	3923	5836	3012	2691	4310	4753	2500	2400	3955	672	5334	1449	1740	1518	5551	1364	5332	110	2170	2064	1100	619	3872	2200	5240	4150	4176	5701	4279	5968	2902	2751	4867	734	1214	1889	1272	5906	3535	2003	4187	3208	4788	3467	5252	4458	6044	5765	5598	3676	3117	4911	6049	4526	3864	5067	2075	4484	2228	345	1818	3144	4428	3408	2959	2634	3943	4494	110	4214	5139	5742	1066	5429	4260	3825	6050	4813	5644	1297	3224	2573	3439
3182	3422	6106	5130	5214	2217	334	1241	4106	1867	1806	5141	1327	1821	4750	4175	1819	2190	5570	529	1417	4674	120	1324	504	3251	5247	3022	892	1293	5469	1548	2540	765	4464	2711	1881	5361	4463	3738	3809	2772	2173	1003	2831	1930	4228	941	4490	5427	3895	5720	3057	4715	4162	1177	1609	5748	2457	1435	3462	2501	5483	4349	3413	517	2032	3579	2693	1766	422	2395	3921	136	642	3650	5174	3104	4202	3039	6089	793	1728	3723	4506	110	5981	2262	485	2748	110	1976	2259	1165	5921	4844	5195	3561	6020	3347	3687	1140	5242	3442	3938	3356	2091	1184	5466	547	4016
3713	3916	5130	6106	947	4057	3229	5680	1444	4004	3673	3358	5822	5842	2033	3232	991	1843	2566	3249	5338	3619	2305	1831	526	4085	1795	439	5489	3771	4325	257	5963	3077	110	4636	3554	3385	4614	2456	1055	4561	3838	5825	543	110	3536	265	993	5077	1399	2542	5506	4644	5609	2800	207	323	3371	133	1640	534	4679	3056	5474	4749	5744	2131	3003	1533	6000	377	3143	3061	597	4600	3881	2399	837	3587	6038	4630	3629	3350	4573	1566	2671	3639	4694	4437	2138	4420	4465	304	1615	5046	1466	2184	5406	3111	5615	247	2268	960	1614	3578	1815	5088	4381	1880	1442
3180	4416	5214	947	6106	4729	4217	3162	1928	2161	740	4651	192	2142	3497	1529	4712	4702	2816	5285	721	5192	5011	281	2243	5230	4021	3307	6027	3919	5548	3886	2422	4172	1098	4773	2469	4219	832	4523	1572	4320	1127	4248	2454	5706	3514	5351	4824	4102	5750	4747	2504	4699	1412	110	3314	3407	3297	1335	182	5135	1116	5004	680	758	5549	2726	428	1817	5356	4379	5633	2732	2318	3702	3981	2488	2616	1208	3113	2263	4226	403	5919	922	5659	4089	5895	3745	3582	2352	3346	1223	5510	3315	5760	746	4966	2265	2987	1161	2326	5716	5933	4032	5941	1073	3044	376	5918
4870	1375	2217	4057	4729	6106	2832	341	3487	1306	3744	2922	5007	3483	2373	4599	694	4806	3715	4258	4981	2491	3128	4505	3480	5301	5664	3987	3101	3335	2077	1596	3158	2468	4348	1440	4065	3309	1192	3130	3479	5367	1017	5204	3583	3603	5954	4259	423	5151	6039	2034	2321	5613	1568	110	3891	3079	2035	4108	5488	558	110	4148	1920	449	896	1986	3053	4829	5206	2053	1393	5036	2060	1128	1861	3950	4262	297	2160	5463	1269	2863	4436	1683	5805	5971	5009	2130	1985	1046	5614	2956	3832	5998	1992	853	1590	2892	3485	1420	3897	4968	3156	3108	2172	5016	1708	1410	6023
1996	2598	334	3229	4217	2832	6106	898	3733	3747	5444	343	4688	3815	2369	2334	1385	452	5863	1419	1234	601	4080	1756	1181	2428	964	5127	110	3262	5473	2508	4181	1631	2592	5257	110	1153	3116	4529	2638	4591	1778	491	5515	4921	3776	1940	1827	5845	3153	4534	4743	241	4976	950	1099	5658	4928	4882	4403	5890	888	235	688	117	2169	2798	899	5022	4652	3114	1247	1207	1998	1235	1024	1146	3058	5280	5251	5145	5694	2140	3915	110	383	3840	1289	110	2842	2771	4169	3584	5996	3699	1721	499	3662	1791	3172	1780	3225	2323	5578	711	217	240	794	4318	2938
1476	110	1241	5680	3162	341	898	6106	4857	6011	1924	629	4828	3518	2602	243	1764	2534	753	367	2327	3835	3731	4568	1277	5197	489	1149	723	614	1595	3626	4280	2703	3437	2466	770	6031	5433	1682	5498	1591	1119	2311	2405	2030	1612	5125	2742	5107	5789	2449	5437	1263	4917	2942	3593	5851	163	847	911	1598	3171	5972	603	6026	5597	3252	1210	3086	4326	3589	2723	2086	110	1087	161	2266	3860	3411	1191	382	6058	1319	5982	4811	5026	1879	5034	3135	5362	4045	5811	2777	5620	274	5915	6059	645	3380	4454	2866	3339	1120	3875	4799	3577	3899	2836	4990	5537
578	1216	4106	1444	1928	3487	3733	4857	6106	2250	4932	1796	5357	110	5696	3196	4714	4834	3342	5157	2808	2865	5289	4429	1228	4897	3736	5847	4243	773	3095	2203	110	5033	2818	3985	3203	4086	2567	1369	3615	1152	3817	1189	3438	918	1785	4272	4810	4885	2795	1390	4410	3831	4560	371	4353	4536	5682	5596	1899	3958	1391	634	110	4443	1802	5487	1339	2838	3159	891	5123	1411	994	693	4210	1673	4287	4658	2849	5082	5454	4271	646	3957	5639	3353	3685	4400	2680	936	5418	3341	3168	1043	4913	4100	6090	4871	6072	881	5646	823	1458	2337	4852	2175	2741	2127	638
242	2317	1867	4004	2161	1306	3747	6011	2250	6106	4311	2325	2792	1592	2126	3190	3173	178	949	4384	5651	4307	6082	563	5666	1348	5600	5622	5335	5823	5340	3450	3375	1437	5409	3791	5816	4096	4195	990	110	2402	3800	2581	2966	4120	1532	3885	3929	842	397	2644	1363	2811	2557	3046	5073	4309	5389	851	2527	5993	4884	5062	4888	3574	1868	4198	5791	2765	1650	4146	5147	4964	4069	4460	983	1036	1870	2069	1504	4789	1854	3004	5917	3767	5495	5779	4009	2336	1749	2042	935	4350	1436	3521	2721	3622	3317	4889	2280	2672	2212	683	1546	4812	4442	3502	4550	1095	1665
