7261	4194	2710	1620	4580	3630	7202	6323	1434	234	3088	563	4334	3774	4421	6031	2221	2741	1016	382	120	1653	5430	1897	3455	4809	4575	6581	927	3481	6470	6829	1760	318	4968	484	2857	5271	2519	3389	3422	4317	6730	6564	1817	6422	5234	5825	974	3115	3982	6055	5010	6742	5923	5152	6507	3775	615	1347	1165	153	5881	6659	3937	6647	1571	7173	2069	747	5770	6471	691	453	6946	5908	1065	6148	5390	1887	5334	5460	3116	5520	6888	6650	3730	3224	3039	285	4034	4223	6572	187	3138	1910	4242	6480	5855	6755	6648	5578	3167	6567	1749	3081	2522	6700	3981	1098	5741	4463	662	2439	600	5730	3629	5048	3069	5216	1834
4194	7261	999	5127	5936	1394	2686	886	4282	5796	2903	7245	5333	4789	557	2030	292	3728	120	2748	120	3133	7222	7142	2112	587	5728	3369	458	5211	217	1387	7009	704	4826	341	2925	1719	622	4245	5451	4101	1175	7101	4736	2363	3457	4599	5015	2237	6616	1901	5196	3893	2601	7210	2465	4622	3902	6277	987	2620	4407	300	199	270	2415	2449	4166	3851	6252	3106	2353	349	2572	120	6384	6526	1900	3281	1802	151	5715	538	6708	5603	4799	6000	530	3736	6949	6981	5456	2617	3692	2098	4477	1415	4204	1626	6605	6292	986	567	3945	2639	2401	259	2292	2737	5502	6445	5608	6324	6804	3368	5026	4556	6765	3678	6352
2710	999	7261	3354	5637	3541	617	4499	3062	5519	3404	6571	6403	3816	5348	6664	1348	1363	6049	127	1094	3162	2977	1185	4978	3289	3868	2307	3073	7054	562	120	5453	7051	3029	1517	1000	2286	5283	120	3969	282	2151	3403	560	4695	3990	3921	4790	3187	6387	4598	6202	3657	120	5024	1194	2611	3013	838	4971	6458	6662	5466	1126	165	2867	3564	1231	6638	3462	6415	744	6450	6780	7041	2131	4263	1188	6956	3592	432	6433	1614	2658	229	3152	7132	630	1443	1350	406	512	1307	2600	4345	4854	4224	936	6726	6749	379	1788	6228	5798	6366	1111	2810	6232	811	603	395	5399	4940	3147	3254	207	833	4354	7157	525
1620	5127	3354	7261	4258	5052	6061	120	6820	4935	5718	1987	5593	6552	6896	474	5818	7079	1470	480	5703	7196	4916	1642	120	3051	6608	4982	6678	6736	1420	6890	2526	2675	6149	2582	359	6305	2475	2239	2277	4265	6992	6898	5416	120	6590	2224	1832	1325	2165	5255	2016	3587	1037	1439	4989	6225	3257	5088	3182	5859	4024	2460	2877	5829	4002	1214	7111	6141	5025	1113	5774	2155	899	4484	5681	6079	3898	7208	3595	884	6776	6884	4643	1820	3253	866	195	1324	2102	1173	4610	4434	1727	4149	2354	6783	6028	4284	4413	4661	7030	6679	6118	3572	147	1594	5170	120	1411	6173	1912	6527	5149	5727	2071	1634	4823	5162	4480
4580	5936	5637	4258	7261	2287	4489	4160	2948	3971	2794	7094	743	4382	4142	4714	1778	4936	4557	4709	4760	7191	3511	5253	6882	1569	6617	362	2641	1352	6676	429	5801	2272	7052	6546	1390	5562	6081	3180	489	1107	3284	1870	3337	4970	5075	1006	2007	4070	5359	2164	4756	6383	5174	4679	6545	7176	1176	205	3474	4290	3011	4913	5016	120	5845	6897	6740	5876	120	3979	6793	2252	3311	2328	6474	3188	1793	5213	914	2152	4973	5296	2533	573	1579	6261	4750	2850	1355	5898	4355	6463	7143	4451	7013	1123	4893	2458	5823	533	2614	1148	2859	6543	1619	1460	3666	3075	4966	6769	1929	6022	2689	3648	1841	2391	829	917	5381
3630	1394	3541	5052	2287	7261	1028	5207	5251	1730	4453	3140	868	2555	2634	6003	1567	5784	2317	7038	3344	6865	6556	2849	1621	6964	4424	3663	3064	2149	1358	3135	3478	6753	5175	5712	3129	779	1538	4868	2663	3356	1344	561	6024	6883	5820	1116	3084	6626	5667	613	5403	957	391	5310	5532	5906	5561	5132	185	1589	1369	1408	1839	6322	273	6315	3795	3994	4422	2532	978	2220	3562	5932	6428	1321	6417	4697	2497	3510	1940	5096	1158	4761	5749	2259	5504	2783	6257	6972	3722	3328	5590	4071	1578	1821	5354	6155	1055	4432	5442	3699	3277	7155	4665	120	5807	293	1060	6015	5846	120	4930	2755	4703	628	2723	749	1952
7202	2686	617	6061	4489	1028	7261	5330	1448	4130	4086	4233	3189	7188	3020	4132	4134	254	6748	120	4210	529	1774	3173	932	5177	4945	4805	5827	4260	6441	7027	2893	1131	1522	4865	3424	464	188	7218	2779	5246	6331	4227	5486	4585	4038	3118	2866	1212	7018	6088	6885	819	5263	2334	1343	1482	3184	5314	2282	121	4855	1288	4845	1332	3752	120	2577	4216	4185	5103	3026	4963	2880	590	3754	5879	4794	4725	120	2744	3782	1863	4778	2543	7123	5102	4903	2669	253	579	3965	5221	1951	4604	2306	6523	6259	5965	548	679	3576	302	5005	5058	7121	3371	6249	2690	3312	2966	5975	3458	212	6559	3437	3032	5362	5236	3578
6323	886	4499	120	4160	5207	5330	7261	3617	1738	120	505	1124	6948	5847	3964	6790	2297	5620	2208	3107	5261	5049	4648	5889	1014	6974	5037	202	2479	1453	4657	2462	1440	1225	6957	120	4225	6443	6818	4394	3299	5668	2674	2389	1891	5998	1137	1591	5328	882	771	7204	1379	2471	2140	5138	120	2738	3758	4444	2397	4851	6562	4861	3201	5912	4640	6990	5952	5186	3049	7109	5586	2750	6835	959	3485	1554	5833	1724	5950	3070	4220	144	2835	3394	7228	825	6789	3776	495	4920	1965	4106	3317	4025	755	6725	2842	1367	5605	4815	4190	6363	6177	472	1534	3709	5463	4811	5029	1377	5567	5839	1662	878	836	2105	4412	1041
1434	4282	3062	6820	2948	5251	1448	3617	7261	3953	4581	4431	1032	4155	1857	6568	3671	5541	6354	5917	1442	5737	2495	6312	5159	2278	3508	4626	146	5054	2021	5776	5243	4090	3475	1174	6615	120	3683	680	733	6466	3440	3056	268	6573	1270	3840	6673	5569	850	523	4943	3600	6467	5665	6421	2717	5691	3285	3707	5487	2018	5513	543	1530	6169	6279	6187	5960	6293	6372	1930	3019	6713	462	120	7163	1543	5244	469	2649	1677	1044	4707	3745	6710	2972	1254	2255	3590	1375	289	2138	4977	6274	6969	3425	2236	3438	3929	3833	1409	4300	3954	5890	3074	6335	2274	4081	2059	5379	3835	232	2169	3307	4715	790	979	5318	1425
234	5796	5519	4935	3971	1730	4130	1738	3953	7261	3358	2192	3204	4666	5828	6396	2806	356	2843	5469	6993	6212	6655	5549	1950	1683	120	4246	6076	2621	1873	4625	451	3944	6815	2982	5099	5677	3519	6310	1384	1877	3468	1445	1919	345	2364	4822	3046	6839	4647	1164	4397	3942	5938	3031	3303	2381	2693	3589	5080	5289	935	835	3936	3076	843	3956	1833	5973	5173	775	1265	4072	6486	5337	673	3632	1844	6968	5928	6224	3117	4606	2294	6539	7159	5896	1229	3820	2684	3828	190	5157	5786	5686	4364	2459	1171	1303	5158	1860	3603	5424	5082	1723	4402	476	1504	6628	5443	4192	4068	5934	6320	1681	4636	3374	5633	276	1518
3088	2903	3404	5718	2794	4453	4086	120	4581	3358	7261	1883	5806	3762	3915	1385	5229	3958	1605	2001	4492	828	6186	4344	4776	508	5854	834	2438	452	1364	427	3229	1725	4098	624	3149	6181	4525	1371	650	6586	3007	479	5202	2665	588	343	2875	5742	333	3466	7182	2276	7085	3637	5920	4737	2781	7154	3805	5648	6057	4678	3798	5544	2984	3274	4437	6264	397	2126	304	6909	641	6271	928	540	211	6346	1602	5100	5370	1297	2464	947	197	3004	3085	906	1895	4178	5295	5689	4003	688	1755	2132	3680	1658	5914	3416	929	7190	1991	3131	953	7045	361	2654	6429	2172	6843	1073	4838	7061	1617	610	1784	6220	4788
563	7245	6571	1987	7094	3140	4233	505	4431	2192	1883	7261	6468	521	5817	6589	4812	4773	4848	1080	6425	762	657	967	1678	5269	3246	983	3725	1831	3716	2531	6911	2095	5311	4922	264	1040	350	1979	4686	6311	5120	5733	5020	1790	2823	2777	120	7229	3561	1946	5032	6798	741	2820	5631	5509	2430	434	4249	2704	2233	2203	3806	3334	463	1462	3383	4654	6681	738	6073	6610	3993	7072	1320	3708	5172	478	6771	3212	4672	6855	1266	7224	6162	5652	4455	6201	7022	7140	1424	1687	5156	4035	2882	3591	4152	968	2541	965	5676	3326	6745	4209	2858	4960	5714	4791	6703	3442	2632	6513	5325	4568	5514	5349	5322	6043	201
4334	5333	6403	5593	743	868	3189	1124	1032	3204	5806	6468	7261	632	3018	3291	7148	5983	7136	3804	5856	1854	6448	4456	468	5290	3747	6465	120	158	5018	4814	1380	4508	3719	3489	7214	2210	6852	6009	5064	3391	1694	1205	5393	4699	756	1110	6584	6290	3535	2618	3517	6965	2817	7134	760	2699	3128	6056	5000	1810	243	5895	5888	3210	3824	1293	1222	7055	2552	7207	4089	937	5623	4792	209	6995	2918	4156	2545	2013	4874	6152	7150	1905	3548	3080	4215	3072	2845	4910	6452	1036	4135	5131	4125	954	2114	1490	206	1199	2078	5013	3304	5231	2189	431	625	3243	1866	2761	4882	2913	5790	5537	5927	3502	5117	3766	556
3774	4789	3816	6552	4382	2555	7188	6948	4155	4666	3762	521	632	7261	407	1570	1033	815	4417	1575	2623	120	6436	2483	5518	5287	2392	4121	6525	5574	4235	3043	6176	2301	1505	6240	3551	6505	2184	1750	867	1540	1655	3105	3860	2719	6341	6457	2451	2139	5483	3483	2361	5135	1128	1771	1527	1383	3853	2273	4852	2550	3644	1741	4706	3012	291	2562	5809	7249	1769	4386	5672	2536	594	5293	5897	2775	5302	2636	3802	2530	5385	1980	1756	1058	2827	4353	5600	5803	4061	2146	5373	2881	7194	5508	3035	1772	6570	6980	2177	1397	535	2011	4016	3615	2801	2215	3687	2246	448	4511	2797	4127	918	4120	2595	7215	4608	376	955
4421	557	5348	6896	4142	2634	3020	5847	1857	5828	3915	5817	3018	407	7261	5563	6473	3628	2608	5584	5268	3503	5180	4147	7064	5427	5754	1431	4769	6672	6785	911	5814	2822	2851	3054	4340	2288	6509	4485	677	120	1059	2539	3050	4732	5257	6023	6368	2740	7231	1904	730	1146	2453	5129	4013	3767	6017	4659	6915	4080	5782	3041	2331	2285	4251	4108	4318	3735	2729	1615	6122	990	366	1506	3895	3381	5568	1942	1238	6531	4309	2383	1748	4786	6175	2100	6032	5329	4052	467	1402	3811	6880	3888	5380	4115	2640	3906	4842	3384	5114	2697	3469	5595	605	5119	6805	4055	905	1843	3270	5797	4262	2826	3009	455	4362	1828	5697
6031	2030	6664	474	4714	6003	4132	3964	6568	6396	1385	6589	3291	1570	5563	7261	528	636	3790	5224	1800	3556	1239	4023	3322	1310	6830	4713	6019	1299	2072	386	2879	6188	2516	1286	5294	2195	5056	2268	1217	2183	740	6707	5436	1273	6364	2238	971	2525	6268	1074	3878	4116	1242	5651	3700	2180	5795	7171	6140	3145	1827	5455	6078	3557	6333	1716	6506	3447	210	120	2917	5645	4172	3984	1200	6405	1446	6275	5078	2396	4932	5666	4148	798	6988	4785	889	2193	1162	4498	6163	1121	3681	531	863	5937	6702	2406	1989	621	611	5546	1721	4875	2175	5942	1117	1712	3090	1326	4105	719	3396	3071	2749	2724	3168	120	1038
2221	292	1348	5818	1778	1567	4134	6790	3671	2806	5229	4812	7148	1033	6473	528	7261	1907	4136	5093	742	4335	1119	3613	2828	4673	2782	2086	2681	1813	5059	5530	1623	3524	3939	2772	6899	4472	226	2509	135	5355	5772	7192	4646	288	1544	2764	2099	6939	3028	504	2428	5992	4835	714	5391	4690	2940	887	3618	4539	3668	4618	711	2393	1027	4900	4469	7166	2967	4308	658	801	4605	3093	5585	2283	5419	1585	1533	5203	2938	2829	4053	7107	6084	6594	6063	2554	323	6925	881	3078	984	7240	4767	1933	5838	4269	892	5789	686	120	5669	4435	2700	169	216	2520	4232	7219	1153	7069	941	2242	3815	445	3583	4928	5160
2741	3728	1363	7079	4936	5784	254	2297	5541	356	3958	4773	5983	815	3628	636	1907	7261	1654	218	3925	961	3697	120	3190	1745	3095	6631	120	1192	2019	5188	1216	4179	6026	6900	4994	6077	2855	3114	4956	2631	6687	4007	6302	6058	4352	5006	120	3099	1939	4388	2894	851	6722	4169	982	4859	4410	578	1941	3017	2494	6462	1285	1340	265	6329	1785	5700	2702	5274	6375	4206	6750	2648	2467	1693	1277	676	903	2200	1295	5787	3845	1451	2410	374	1520	1376	7017	6592	4280	2349	465	3278	4347	2049	5004	7221	6297	1708	5063	5288	155	5106	3025	5276	6280	2490	2921	140	950	400	5404	4471	6098	3087	3242	4087	6359
1016	120	6049	1470	4557	2317	6748	5620	6354	2843	1605	4848	7136	4417	2608	3790	4136	1654	7261	4174	5060	7239	6160	2671	4899	4307	3023	3742	2651	4416	6879	785	6636	1525	2588	3098	3352	1276	3386	1007	2073	2308	5894	821	5967	1458	1051	1992	4117	4183	5308	3154	390	713	4112	4423	1871	1090	577	3813	7005	3228	4830	4395	4745	1143	1697	7160	1811	2496	3300	2012	3222	3245	646	4941	3559	5418	1805	482	595	5205	3831	2097	5948	6392	1309	2027	1260	2538	5511	5165	6699	446	5657	2028	500	5376	3516	3854	3292	6614	2624	1740	1186	585	4468	5658	3377	2351	7049	2113	5622	7141	241	5371	438	6782	4806	6685	4050
382	2748	127	480	4709	7038	120	2208	5917	5469	2001	1080	3804	1575	5584	5224	5093	218	4174	7261	4758	6209	948	2250	1005	6999	6094	6727	758	4802	3631	2978	1339	6426	3602	1412	2421	6488	6260	909	4743	757	6825	5834	1410	7048	5003	2661	5815	1280	3491	2975	2362	3526	6817	5734	3961	4583	5964	2911	3441	776	2664	3972	2863	4796	5662	5835	5470	6720	3315	6814	174	6975	4426	6291	1633	150	4579	598	803	874	4490	3842	3968	4509	6127	120	3067	7103	4099	1791	4990	7149	6872	3293	1537	1049	4285	7177	3209	7029	2015	910	5943	519	5422	1815	4297	831	6587	5842	2999	1019	3908	120	3570	6377	3685	5410	627
120	120	1094	5703	4760	3344	4210	3107	1442	6993	4492	6425	5856	2623	5268	1800	742	3925	5060	4758	7261	2703	5146	1707	3410	3294	5091	5612	2426	4908	685	2190	4807	2523	3267	2063	5046	2650	5899	6144	2066	5522	2954	5589	2074	336	5997	1770	5659	4620	4512	7165	5367	5638	1934	3924	1292	5558	1207	526	1971	324	549	532	4350	4862	510	2466	1773	3433	2501	3803	4584	4314	2154	2955	1935	4832	1476	3213	4770	6131	609	5819	4141	4887	6516	5521	5192	2332	3931	3527	5570	3686	7096	5571	2950	180	320	583	7209	2973	5955	1232	263	4880	5946	4236	1593	5110	1553	7255	1801	4272	1590	1777	1523	6196	2930	7002	2824
1653	3133	3162	7196	7191	6865	529	5261	5737	6212	828	762	1854	120	3503	3556	4335	961	7239	6209	2703	7261	4662	120	3892	6503	3764	4768	2792	4886	7126	7145	4064	313	1572	371	4042	3436	5980	2897	5208	1132	1914	1735	4532	2253	4950	885	1086	6406	2111	2891	3620	4953	3102	517	1734	3301	6598	2346	2499	3739	6464	5871	3094	3729	1704	2939	5076	2404	5560	656	3792	2150	3886	940	5961	5708	6071	1822	1660	1999	2590	2366	6037	3706	2431	1378	6048	5710	2599	2556	1612	4825	3134	6090	788	6381	181	3333	3199	4110	3970	3247	1004	1392	5265	4505	2637	3839	3904	1994	3634	6623	3649	2009	4006	5407	4510	2435	4493
5430	7222	2977	4916	3511	6556	1774	5049	2495	6655	6186	657	6448	6436	5180	1239	1119	3697	6160	948	5146	4662	7261	4237	2840	120	1714	4901	120	3490	3266	2576	1894	3661	3702	6560	2206	5212	6887	2683	1679	4446	1327	6715	3493	4073	5313	1251	5444	4689	1180	6646	6871	6420	2314	120	1365	7034	706	1334	4759	6360	1812	1624	3065	3216	1087	2171	655	2812	4091	5035	5970	4867	2934	5905	2372	931	6355	3044	1880	2036	5002	4948	4837	4482	3486	3856	737	6192	6376	4563	4975	612	7063	2865	325	5552	120	6451	4011	5762	1336	6013	6998	242	5664	2108	5267	3472	606	3214	3037	6971	4129	1190	3659	2991	4438	1696	6682
1897	7142	1185	1642	5253	2849	3173	4648	6312	5549	4344	967	4456	2483	4147	4023	3613	120	2671	2250	1707	120	4237	7261	3538	167	7256	5241	6490	4075	5382	6121	2369	4094	4473	795	2558	1429	1196	2774	4734	3330	4436	7087	4521	6120	6052	5285	7090	5417	6694	6558	6929	7181	1768	2418	2515	5383	3650	7233	4614	4951	6832	6706	1072	7230	6255	4315	6456	120	2295	6207	4058	6497	5913	5629	1160	993	5634	4146	7186	4705	2338	2956	3763	574	2298	580	4409	6914	4460	160	1157	2359	1713	4615	1191	370	1198	5900	3207	4321	192	3881	4488	6764	4947	814	4173	2551	5655	4304	6171	1786	2886	1480	6477	1432	3992	4524	7151
