466	445	396	442	339	249	48	114	463	209	236	416	197	409	455	152	388	262	460	290	372	30	122	413	354	268	107	269	136	453	340
445	466	293	208	454	70	266	63	326	156	239	309	100	355	391	125	406	357	376	109	30	252	300	414	440	294	253	370	311	292	102
396	293	466	167	444	399	97	267	465	304	30	192	297	381	353	458	284	101	305	154	379	232	36	225	151	329	250	55	117	328	263
442	208	167	466	103	77	251	452	143	345	194	390	417	30	457	91	148	431	323	181	435	142	428	189	186	228	256	387	146	163	170
339	454	444	103	466	359	155	105	384	222	238	30	81	257	338	166	47	196	74	88	374	389	378	201	49	317	258	158	451	140	342
249	70	399	77	359	466	368	308	214	68	278	363	313	191	441	261	349	66	139	429	407	30	373	57	106	282	53	30	276	405	58
48	266	97	251	155	368	466	169	264	408	30	459	86	320	434	303	138	443	30	274	85	145	438	420	127	173	120	183	361	432	30
114	63	267	452	105	308	169	466	30	87	150	298	133	79	44	332	295	179	174	84	279	90	175	34	135	244	312	80	461	392	35
463	326	465	143	384	214	264	30	466	321	176	30	398	126	351	211	203	412	30	73	358	265	233	318	206	159	161	132	333	447	240
209	156	304	345	222	68	408	87	321	466	227	397	94	446	30	31	43	419	393	78	335	456	200	427	177	182	32	118	410	301	164
236	239	30	194	238	278	30	150	176	227	466	436	352	95	327	30	341	178	110	430	421	119	322	462	193	224	61	283	347	124	59
416	309	192	390	30	363	459	298	30	397	436	466	92	216	286	316	433	111	424	30	171	275	128	115	386	402	116	270	314	202	82
197	100	297	417	81	313	86	133	398	94	352	92	466	195	464	229	30	204	37	385	260	356	288	72	242	331	418	30	394	56	315
409	355	381	30	257	191	320	79	126	446	95	216	195	466	415	280	365	243	449	337	131	69	245	348	400	96	230	157	98	219	30
455	391	353	457	338	441	434	44	351	30	327	286	464	415	466	330	226	254	346	404	285	367	129	113	89	343	336	30	231	134	334
152	125	458	91	166	261	303	332	211	31	30	316	229	280	330	466	207	272	213	395	369	296	215	199	30	439	112	350	190	41	450
388	406	284	148	47	349	138	295	203	43	341	433	30	365	226	207	466	121	64	448	108	210	273	153	234	30	217	306	235	39	30
262	357	101	431	196	66	443	179	412	419	178	111	204	243	254	272	121	466	425	168	291	51	42	302	371	307	310	52	411	30	325
460	376	305	323	74	139	30	174	30	393	110	424	37	449	346	213	64	425	466	205	377	141	180	289	247	383	50	149	375	67	123
290	109	154	181	88	429	274	84	73	78	430	30	385	337	404	395	448	168	205	466	160	401	364	172	65	144	40	185	223	30	423
372	30	379	435	374	407	85	279	358	335	421	171	260	131	285	369	108	291	377	160	466	71	255	30	362	344	277	218	319	437	162
30	252	232	142	389	30	145	90	265	456	119	275	356	69	367	296	210	51	141	401	71	466	287	422	137	38	241	271	60	248	62
122	300	36	428	378	373	438	175	233	200	322	128	288	245	129	215	273	42	180	364	255	287	466	30	360	75	324	221	99	299	83
413	414	225	189	201	57	420	34	318	427	462	115	72	348	113	199	153	302	289	172	30	422	30	466	33	30	366	45	147	184	382
354	440	151	186	49	106	127	135	206	177	193	386	242	400	89	30	234	371	247	65	362	137	360	33	466	46	30	212	246	380	187
268	294	329	228	317	282	173	244	159	182	224	402	331	96	343	439	30	307	383	144	344	38	75	30	46	466	426	198	30	54	220
107	253	250	256	258	53	120	312	161	32	61	116	418	230	336	112	217	310	50	40	277	241	324	366	30	426	466	76	165	281	259
269	370	55	387	158	30	183	80	132	118	283	270	30	157	30	350	306	52	149	185	218	271	221	45	212	198	76	466	104	403	93
136	311	117	146	451	276	361	461	333	410	347	314	394	98	231	190	235	411	375	223	319	60	99	147	246	30	165	104	466	237	130
453	292	328	163	140	405	432	392	447	301	124	202	56	219	134	41	39	30	67	30	437	248	299	184	380	54	281	403	237	466	188
340	102	263	170	342	58	30	35	240	164	59	82	315	30	334	450	30	325	123	423	162	62	83	382	187	220	259	93	130	188	466
