211	128	185	118	96	189	112	191	20	186	91	20	56	150	48	149	173	196	204	159	125
128	211	152	142	95	31	20	38	167	188	20	206	20	160	61	129	121	201	25	74	127
185	152	211	20	88	35	174	158	34	20	62	24	43	155	171	79	59	20	119	101	41
118	142	20	211	104	20	109	45	138	60	156	54	64	144	195	51	126	42	184	36	182
96	95	88	104	211	47	55	181	135	23	44	193	63	93	146	20	80	162	120	65	83
189	31	35	20	47	211	203	122	163	32	90	37	175	131	110	157	46	134	87	164	199
112	20	174	109	55	203	211	73	117	20	103	154	114	58	89	132	172	29	208	123	161
191	38	158	45	181	122	73	211	81	147	137	20	111	139	124	141	130	153	107	197	20
20	167	34	138	135	163	117	81	211	202	187	86	133	49	78	102	140	75	176	113	116
186	188	20	60	23	32	20	147	202	211	148	20	26	69	85	20	20	105	200	183	179
91	20	62	156	44	90	103	137	187	148	211	100	33	106	67	68	170	210	177	151	143
20	206	24	54	193	37	154	20	86	20	100	211	30	209	207	50	28	52	70	57	39
56	20	43	64	63	175	114	111	133	26	33	30	211	99	180	27	198	190	53	71	94
150	160	155	144	93	131	58	139	49	69	106	209	99	211	21	165	168	66	20	20	84
48	61	171	195	146	110	89	124	78	85	67	207	180	21	211	82	40	169	20	72	77
149	129	79	51	20	157	132	141	102	20	68	50	27	165	82	211	136	178	20	205	76
173	121	59	126	80	46	172	130	140	20	170	28	198	168	40	136	211	22	98	108	92
196	201	20	42	162	134	29	153	75	105	210	52	190	66	169	178	22	211	166	97	145
204	25	119	184	120	87	208	107	176	200	177	70	53	20	20	20	98	166	211	194	192
159	74	101	36	65	164	123	197	113	183	151	57	71	20	72	205	108	97	194	211	115
125	127	41	182	83	199	161	20	116	179	143	39	94	84	77	76	92	145	192	115	211
