821	357	50	291	40	101	202	718	800	811	255	79	683	258	787	306	606	154	110	150	647	428	232	468	128	570	742	421	451	40	160	551	612	201	390	238	401	796	530	793	254
357	821	743	673	565	65	425	40	41	53	414	325	78	317	633	795	107	548	422	40	253	677	197	45	114	806	553	188	807	83	467	628	560	375	688	46	327	84	741	89	229
50	743	821	57	627	222	219	724	235	241	216	717	249	231	703	704	380	123	165	716	88	275	40	217	598	635	603	233	702	285	572	109	76	813	59	213	126	405	803	533	192
291	673	57	821	125	554	100	180	163	511	137	252	296	230	93	417	521	519	434	161	40	571	626	650	423	245	118	214	713	436	643	575	737	40	73	55	625	226	411	470	206
40	565	627	125	821	388	655	144	715	145	264	397	281	272	116	329	585	472	558	148	631	587	561	382	638	797	518	799	47	477	559	808	569	513	193	381	347	815	320	309	392
101	65	222	554	388	821	383	122	487	734	378	527	187	377	297	102	500	279	40	690	155	789	196	510	305	82	740	550	328	167	499	454	475	465	40	398	682	40	239	134	340
202	425	219	100	655	383	821	108	356	613	273	697	236	209	771	243	566	534	40	657	610	432	607	653	404	212	481	670	419	778	576	708	185	164	286	698	362	220	358	40	442
718	40	724	180	144	122	108	821	135	484	321	40	509	461	348	541	430	153	517	457	750	267	131	447	622	641	40	684	817	783	562	106	87	62	152	761	40	384	712	463	696
800	41	235	163	715	487	356	135	821	40	198	80	247	791	779	70	171	186	56	370	113	452	265	464	242	617	138	752	678	91	257	211	619	400	318	731	502	301	692	694	721
811	53	241	511	145	734	613	484	40	821	505	660	354	479	97	506	225	707	546	588	469	40	459	573	40	361	754	189	409	714	504	584	816	589	705	75	435	493	52	200	798
255	414	216	137	264	378	273	321	198	505	821	215	364	769	313	503	762	528	536	785	289	250	274	672	308	40	735	581	40	605	427	804	133	805	333	814	324	386	355	656	820
79	325	717	252	397	527	697	40	80	660	215	821	359	277	221	531	338	72	662	158	652	663	756	40	722	111	42	671	429	121	246	540	764	687	592	387	474	288	44	482	632
683	78	249	296	281	187	236	509	247	354	364	359	821	311	751	449	507	376	812	501	195	181	781	574	344	441	669	40	67	582	124	64	345	69	63	765	96	40	446	420	496
258	317	231	230	272	377	209	461	791	479	769	277	311	821	564	40	639	268	349	159	156	234	426	248	396	539	745	495	170	522	406	542	292	244	780	794	149	298	112	664	491
787	633	703	93	116	297	771	348	779	97	313	221	751	564	821	529	658	471	462	129	85	251	94	203	599	809	439	310	410	117	508	810	385	293	40	455	331	208	609	563	545
306	795	704	417	329	102	243	541	70	506	503	531	449	40	529	821	567	460	190	709	166	374	136	444	445	547	552	710	524	646	61	319	608	368	40	755	689	466	772	525	514
606	107	380	521	585	500	566	430	171	225	762	338	507	639	658	567	821	363	634	199	556	323	784	578	391	315	139	341	330	120	749	695	263	40	729	659	282	337	373	492	676
154	548	123	519	472	279	534	153	186	707	528	72	376	268	471	460	363	821	40	649	408	260	402	661	637	283	699	342	418	71	757	60	178	644	630	182	49	259	168	332	177
110	422	165	434	558	40	40	517	56	546	536	662	812	349	462	190	634	40	821	675	413	645	307	74	706	629	489	270	602	146	98	720	399	290	142	407	132	488	336	174	453
150	40	716	161	148	690	657	457	370	588	785	158	501	159	129	709	199	649	675	821	654	819	593	176	105	786	624	544	640	668	802	490	104	322	269	130	515	194	480	744	207
647	253	88	40	631	155	610	750	113	469	289	652	195	156	85	166	556	408	413	654	821	476	68	693	788	520	532	367	636	54	77	294	666	523	450	350	728	437	287	685	316
428	677	275	571	587	789	432	267	452	40	250	663	181	234	251	374	323	260	645	819	476	821	394	555	412	183	40	623	40	58	438	733	701	351	642	759	651	204	372	431	40
232	197	40	626	561	196	607	131	265	459	274	756	781	426	94	136	784	402	307	593	68	394	821	40	280	591	86	334	224	157	40	353	40	618	143	172	604	458	205	579	792
468	45	217	650	382	510	653	447	464	573	672	40	574	248	203	444	578	661	74	176	693	555	40	821	782	115	583	184	594	262	440	777	725	443	40	691	601	424	774	758	314
128	114	598	423	638	305	404	622	242	40	308	722	344	396	599	445	391	637	706	105	788	412	280	782	821	775	169	483	747	173	365	175	366	773	739	498	228	335	218	346	486
570	806	635	245	797	82	212	641	617	361	40	111	441	539	809	547	315	283	629	786	520	183	591	115	775	821	162	360	512	727	95	648	261	711	416	549	379	538	596	99	90
742	553	603	118	518	740	481	40	138	754	735	42	669	745	439	552	139	699	489	624	532	40	86	583	169	162	821	766	81	456	295	415	147	66	679	266	768	48	312	302	770
421	188	233	214	799	550	670	684	752	189	581	671	40	495	310	710	341	342	270	544	367	623	334	184	483	360	766	821	299	767	586	665	748	403	568	271	614	719	790	141	256
451	807	702	713	47	328	419	817	678	409	40	429	67	170	410	524	330	418	602	640	636	40	224	594	747	512	81	299	821	371	590	738	535	723	557	595	237	681	300	276	736
40	83	285	436	477	167	778	783	91	714	605	121	582	522	117	646	120	71	146	668	54	58	157	262	173	727	456	767	371	821	326	667	753	674	140	40	210	680	620	223	92
160	467	572	643	559	499	576	562	257	504	427	246	124	406	508	61	749	757	98	802	77	438	40	440	365	95	295	586	590	326	821	240	494	151	686	127	580	526	40	818	615
551	628	109	575	808	454	708	106	211	584	804	540	64	542	810	319	695	60	720	490	294	733	353	777	175	648	415	665	738	667	240	821	597	600	801	284	726	343	537	40	611
612	560	76	737	569	475	185	87	619	816	133	764	345	292	385	608	263	178	399	104	666	701	40	725	366	261	147	748	535	753	494	597	821	543	497	40	485	473	352	621	191
201	375	813	40	513	465	164	62	400	589	805	687	69	244	293	368	40	644	290	322	523	351	618	443	773	711	66	403	723	674	151	600	543	821	776	700	732	40	616	448	304
390	688	59	73	193	40	286	152	318	705	333	592	63	780	40	40	729	630	142	269	450	642	143	40	739	416	679	568	557	140	686	801	497	776	821	516	179	395	303	478	51
238	46	213	55	381	398	698	761	731	75	814	387	765	794	455	755	659	182	407	130	350	759	172	691	498	549	266	271	595	40	127	284	40	700	516	821	43	227	278	369	577
401	327	126	625	347	682	362	40	502	435	324	474	96	149	331	689	282	49	132	515	728	651	604	601	228	379	768	614	237	210	580	726	485	732	179	43	821	103	393	763	433
796	84	405	226	815	40	220	384	301	493	386	288	40	298	208	466	337	259	488	194	437	204	458	424	335	538	48	719	681	680	526	343	473	40	395	227	103	821	746	389	730
530	741	803	411	320	239	358	712	692	52	355	44	446	112	609	772	373	168	336	480	287	372	205	774	218	596	312	790	300	620	40	537	352	616	303	278	393	746	821	119	339
793	89	533	470	309	134	40	463	694	200	656	482	420	664	563	525	492	332	174	744	685	431	579	758	346	99	302	141	276	223	818	40	621	448	478	369	763	389	119	821	760
254	229	192	206	392	340	442	696	721	798	820	632	496	491	545	514	676	177	453	207	316	40	792	314	486	90	770	256	736	92	615	611	191	304	51	577	433	730	339	760	821
