1276	272	463	258	843	522	602	50	332	593	407	1132	921	54	616	56	50	508	404	919	365	941	974	343	1035	1033	1199	977	678	1243	205	855	1203	1145	115	1050	1086	128	686	1090	169	1088	136	1211	1190	565	638	728	620	50	112
272	1276	599	1126	1152	385	384	1250	796	820	294	359	1112	585	1117	707	1244	164	850	1091	779	1223	942	215	1067	615	1168	736	923	1000	702	1031	181	420	680	960	1198	288	1018	331	425	798	991	804	1150	50	1071	584	694	203	1171
463	599	1276	894	975	958	968	183	468	1107	886	1270	397	1011	1154	422	636	1176	527	449	557	777	125	494	1196	953	1240	483	1076	50	981	915	50	446	386	1081	836	241	864	911	227	252	761	1263	876	579	878	800	380	839	514
258	1126	894	1276	1109	609	485	655	692	1023	725	1143	1013	1246	139	722	567	834	783	110	589	177	277	368	151	1271	696	1245	745	356	799	392	986	1046	1169	1248	239	662	263	141	50	1247	238	575	188	1159	93	469	299	224	623
843	1152	975	1109	1276	877	213	651	1229	1254	413	1028	880	661	821	897	902	77	1062	733	1261	173	201	1216	812	566	1187	594	653	1087	155	353	334	1113	849	964	863	1016	503	90	1037	50	838	116	734	1210	1185	572	1193	496	1010
522	385	958	609	877	1276	887	302	403	626	156	152	1257	751	327	280	1100	142	498	1158	1241	753	50	881	901	1123	1207	976	618	451	978	717	1004	358	909	243	587	50	614	1001	244	543	454	1236	480	395	504	1135	879	1222	951
602	384	968	485	213	887	1276	610	309	672	430	690	178	108	910	595	807	171	893	91	724	918	629	809	349	1075	267	771	857	279	265	1227	1226	168	372	202	1175	634	50	805	445	1084	789	366	1188	619	489	1005	704	682	519
50	1250	183	655	651	302	610	1276	1059	342	742	703	802	1068	159	256	681	739	691	478	129	50	191	748	648	913	866	962	1264	544	501	457	200	310	111	1052	723	132	735	50	858	217	197	1085	639	123	534	479	1017	1019	935
332	796	468	692	1229	403	309	1059	1276	134	324	1064	274	687	207	824	1272	925	377	1262	300	872	994	873	1008	113	250	1148	1002	1162	347	532	710	212	472	1030	146	729	882	50	943	133	642	817	747	249	741	644	666	398	989
593	820	1107	1023	1254	626	672	342	134	1276	825	830	669	582	305	578	829	396	382	293	438	147	1020	389	1232	1170	1217	859	1080	337	1140	122	549	281	206	50	996	631	317	462	889	772	709	237	762	621	757	966	744	884	1007
407	294	886	725	413	156	430	742	324	825	1276	1122	50	253	118	219	434	61	663	1077	502	536	892	1041	194	1057	641	914	50	697	1034	1156	180	787	85	354	980	138	234	811	221	952	1186	930	335	495	537	948	466	1181	82
1132	359	1270	1143	1028	152	690	703	1064	830	1122	1276	1160	600	1115	126	165	568	673	1139	1063	583	99	68	706	819	1269	768	1026	1205	792	570	1119	608	555	1195	208	187	752	693	290	852	1189	186	1099	52	231	443	1006	50	523
921	1112	397	1013	880	1257	178	802	274	669	50	1160	1276	1268	946	393	1082	827	564	50	455	60	861	72	592	352	190	50	518	569	560	1161	474	586	369	50	688	801	934	1215	71	423	577	1165	442	418	1208	726	993	791	367
54	585	1011	1246	661	751	108	1068	687	582	253	600	1268	1276	62	898	484	545	341	307	127	1142	700	806	148	363	750	732	528	628	50	1149	376	291	50	1029	476	50	1110	826	95	435	149	701	719	1234	965	447	58	1166	124
616	1117	1154	139	821	327	910	159	207	305	118	1115	946	62	1276	170	67	475	814	938	1049	318	539	336	526	509	1259	50	69	738	604	325	1048	1079	818	944	55	627	441	340	92	937	598	776	835	114	718	782	588	490	1164
56	707	422	722	897	280	595	256	824	578	219	126	393	898	170	1276	412	541	712	493	50	1178	967	971	1237	427	645	444	119	746	926	50	87	50	664	904	467	786	50	185	1042	907	315	402	100	933	841	1092	166	900	749
50	1244	636	567	902	1100	807	681	1272	829	434	165	1082	484	67	412	1276	754	63	242	70	209	292	50	276	50	760	189	633	245	591	50	371	175	590	225	394	775	1121	117	120	1251	711	1173	547	721	670	992	1172	1242	1044
508	164	1176	834	77	142	171	739	925	396	61	568	827	545	475	541	754	1276	50	459	988	862	1235	437	102	296	286	304	1167	659	330	1131	273	1102	1083	998	500	667	511	842	84	426	254	767	50	1024	698	816	1039	603	295
404	850	527	783	1062	498	893	691	377	382	663	673	564	341	814	712	63	50	1276	963	1072	927	506	162	870	1058	1027	1239	640	51	461	1070	970	1054	1103	464	1014	665	65	973	94	75	388	551	1224	282	869	406	50	316	57
919	1091	449	110	733	1158	91	478	1262	293	1077	1139	50	307	938	493	242	459	963	1276	1249	932	1095	379	214	643	50	657	685	635	261	705	1038	510	53	1252	955	1120	917	303	1253	1097	1012	130	625	542	833	174	1093	184	890
365	779	557	589	1261	1241	724	129	300	438	502	1063	455	127	1049	50	70	988	1072	1249	1276	76	512	326	204	167	196	1138	1061	731	1134	1202	715	1056	64	145	491	632	229	922	689	1124	683	333	86	999	416	98	236	465	797
941	1223	777	177	173	753	918	50	872	147	536	583	60	1142	318	1178	209	862	927	932	76	1276	617	199	298	66	766	622	795	247	552	78	251	1180	574	1069	1045	135	1066	378	1204	679	313	982	211	109	220	548	473	660	755
974	942	125	277	201	50	629	191	994	1020	892	99	861	700	539	967	292	1235	506	1095	512	617	1276	813	1220	513	154	105	535	758	1036	1174	1225	351	969	270	516	1179	803	1125	860	1191	743	456	266	647	945	161	391	278	1101
343	215	494	368	1216	881	809	748	873	389	1041	68	72	806	336	971	50	437	162	379	326	199	813	1276	269	409	831	714	580	794	410	1163	1015	823	908	505	433	531	96	192	83	59	1274	607	1194	235	770	1141	695	415	390
1035	1067	1196	151	812	901	349	648	1008	1232	194	706	592	148	526	1237	276	102	870	214	204	298	1220	269	1276	737	262	1206	226	553	240	720	1003	140	822	1153	1129	668	957	448	763	1183	780	950	176	50	381	931	1231	912	1055
1033	615	953	1271	566	1123	1075	913	113	1170	1057	819	352	363	509	427	50	296	1058	643	167	66	513	409	737	1276	387	865	163	1022	345	906	153	1073	874	1218	561	624	601	611	1133	788	1238	329	613	764	1260	1275	649	1266	875
1199	1168	1240	696	1187	1207	267	866	250	1217	641	1269	190	750	1259	645	760	286	1027	50	196	766	154	831	262	387	1276	306	323	470	182	228	417	656	1212	846	515	399	104	773	160	121	308	344	596	868	103	990	50	50	452
977	736	483	1245	594	976	771	962	1148	859	914	768	50	732	50	444	189	304	1239	657	1138	622	105	714	1206	865	306	1276	481	905	257	550	895	348	361	401	1043	699	195	107	172	471	458	1060	1273	854	605	1009	650	137	346
678	923	1076	745	653	618	857	1264	1002	1080	50	1026	518	528	69	119	633	1167	640	685	1061	795	535	580	226	163	323	481	1276	1151	477	216	888	1114	482	997	311	1177	453	431	867	1021	793	1157	630	487	883	50	1146	1051	314
1243	1000	50	356	1087	451	279	544	1162	337	697	1205	569	628	738	746	245	659	51	635	731	247	758	794	553	1022	470	905	1151	1276	916	275	828	223	1094	769	383	646	871	439	554	230	1201	297	357	436	1256	106	50	1230	268
205	702	981	799	155	978	265	501	347	1140	1034	792	560	50	604	926	591	330	461	261	1134	552	1036	410	240	345	182	257	477	916	1276	529	150	198	73	301	851	1265	928	429	1025	844	248	1147	440	1258	837	460	708	949	778
855	1031	915	392	353	717	1227	457	532	122	1156	570	1161	1149	325	50	50	1131	1070	705	1202	78	1174	1163	720	906	228	550	216	275	529	1276	360	1233	50	936	421	785	581	891	405	671	322	362	355	284	920	283	677	759	961
1203	181	50	986	334	1004	1226	200	710	549	180	1119	474	376	1048	87	371	273	970	1038	715	251	1225	1015	1003	153	417	895	888	828	150	360	1276	419	370	1089	530	246	959	338	954	929	546	158	533	571	507	840	790	984	1144
1145	420	446	1046	1113	358	168	310	212	281	787	608	586	291	1079	50	175	1102	1054	510	1056	1180	351	823	140	1073	656	348	1114	223	198	1233	419	1276	612	89	684	79	101	979	50	432	424	373	756	730	233	1128	995	637	1032
115	680	386	1169	849	909	372	111	472	206	85	555	369	50	818	664	590	1083	1103	53	64	574	969	908	822	874	1212	361	482	1094	73	50	370	612	1276	538	285	74	499	856	896	321	808	832	559	1104	1053	521	810	947	218
1050	960	1081	1248	964	243	202	1052	1030	50	354	1195	50	1029	944	904	225	998	464	1252	145	1069	270	505	1153	1218	846	401	997	769	301	936	1089	89	538	1276	597	1098	1078	815	450	50	1108	1228	271	1111	658	1136	1200	924	375
1086	1198	836	239	863	587	1175	723	146	996	980	208	688	476	55	467	394	500	1014	955	491	1045	516	433	1129	561	515	1043	311	383	851	421	530	684	285	597	1276	492	956	364	222	654	652	576	50	784	1096	131	255	97	1106
128	288	241	662	1016	50	634	132	729	631	138	187	801	50	627	786	775	667	665	1120	632	135	1179	531	668	624	399	699	1177	646	1265	785	246	79	74	1098	492	1276	939	312	1130	727	497	319	781	1040	562	193	264	1219	260
686	1018	864	263	503	614	50	735	882	317	234	752	934	1110	441	50	1121	511	65	917	229	1066	803	96	957	601	104	195	453	871	928	581	959	101	499	1078	956	939	1276	408	1221	1184	179	903	488	350	765	328	740	411	853
1090	331	911	141	90	1001	805	50	50	462	811	693	1215	826	340	185	117	842	973	303	922	378	1125	192	448	611	773	107	431	439	429	891	338	979	856	815	364	312	408	1276	847	400	845	1105	1116	289	1267	1182	1065	606	157
169	425	227	50	1037	244	445	858	943	889	221	290	71	95	92	1042	120	84	94	1253	689	1204	860	83	763	1133	160	172	867	554	1025	405	954	50	896	450	222	1130	1221	847	1276	1127	885	520	524	1074	339	287	558	987	1209
1088	798	252	1247	50	543	1084	217	133	772	952	852	423	435	937	907	1251	426	75	1097	1124	679	1191	59	1183	788	121	471	1021	230	844	671	929	432	321	50	654	727	1184	400	1127	1276	899	486	232	674	50	1155	972	1137	774
136	991	761	238	838	454	789	197	642	709	1186	1189	577	149	598	315	711	254	388	1012	683	313	743	1274	780	1238	308	458	793	1201	248	322	546	424	808	1108	652	497	179	845	885	899	1276	676	259	713	414	556	50	80	675
1211	804	1263	575	116	1236	366	1085	817	237	930	186	1165	701	776	402	1173	767	551	130	333	982	456	607	950	329	344	1060	1157	297	1147	362	158	373	832	1228	576	319	903	1105	520	486	676	1276	1047	848	525	50	517	428	983
1190	1150	876	188	734	480	1188	639	747	762	335	1099	442	719	835	100	547	50	1224	625	86	211	266	1194	176	613	596	1273	630	357	440	355	533	756	559	271	50	781	488	1116	524	232	259	1047	1276	985	1214	563	540	1197	144
565	50	579	1159	1210	395	619	123	249	621	495	52	418	1234	114	933	721	1024	282	542	999	109	647	235	50	764	868	854	487	436	1258	284	571	730	1104	1111	784	1040	350	289	1074	674	713	848	985	1276	940	374	716	143	50
638	1071	878	93	1185	504	489	534	741	757	537	231	1208	965	718	841	670	698	869	833	416	220	945	770	381	1260	103	605	883	1256	837	920	507	233	1053	658	1096	562	765	1267	339	50	414	525	1214	940	1276	1255	81	320	50
