6106	5262	1708	2378	3511	2577	5987	3101	4736	5062	4866	3234	4235	2946	464	288	3040	4700	1765	4379	5512	1870	1617	1255	5650	501	5868	4516	3776	511	2821	4360	2742	5622	3871	3054	696	2949	2546	4563	814	249	1480	6056	4652	2617	554	4203	3493	3457	4286	3015	1994	3073	5183	439	5557	2395	1325	4683	3837	986	270	367	2869	5766	693	5905	2423	2383	5482	2091	5271	4080	3550	1058	4856	989	419	5463	1694	2687	383	3986	110	2296	3490	218	426	5915	739	4166	2305	1323	4582	4909	1713	3964	2552	5359	3347	5822	205	1624	628	2033	4624	1798	3709	5094	6025
5262	6106	4496	4981	685	2414	3956	1594	1734	2334	5010	4910	3781	2163	4328	3713	2143	1835	3112	2458	5437	5771	5608	2247	5086	3949	4114	3008	3674	1406	5844	5761	2175	2624	4330	6055	3139	743	2764	4123	2612	4834	1280	3766	1351	2928	2747	1024	4447	2225	5225	4749	1591	5423	2806	4573	2469	1282	4773	5523	3948	5314	3175	4338	845	4205	5459	1500	298	5734	1357	3486	4899	2512	3988	796	3914	4831	6000	1772	2630	5494	5932	5222	4118	1516	1371	4066	4764	1392	830	2676	1177	1852	5100	4541	110	5518	5947	3951	3479	1220	846	866	468	5876	2779	4087	1236	2411	110
1708	4496	6106	2489	2430	4413	3845	2056	258	6063	4620	798	5502	5821	1585	3591	4441	3121	1112	2058	3416	2132	4458	941	4435	4224	5380	1532	2232	5632	4348	1361	3305	1871	1476	4059	422	307	3149	110	3133	4292	3061	5617	2408	2696	5677	3352	432	2533	5331	4861	5787	5634	1562	3137	4192	3316	151	536	2874	4714	775	540	268	3097	4685	2499	865	585	4495	1904	2290	1551	1888	1655	5858	1629	5967	5772	3165	450	3249	463	2221	3532	318	1098	6069	690	762	2135	3655	745	3661	3499	1756	5577	3931	1621	5639	3981	2102	461	4051	1767	2320	4411	110	2652	3383
2378	4981	2489	6106	4558	3877	4194	5074	1990	3413	3900	683	2178	921	5991	4139	795	2656	5610	1489	275	1690	2192	4487	2125	5609	5029	4078	5259	1529	756	5596	3195	5442	5298	3972	1153	5739	1959	1203	5282	675	4325	4794	1782	3965	3579	2043	3564	4894	3241	532	5388	5582	1208	2994	5603	1654	4549	2923	3387	2050	5215	4765	397	907	110	4036	1515	4741	5724	1284	4421	4875	5107	3807	4742	5263	858	4228	5178	2140	3758	3846	2837	2048	4668	881	1944	5466	4021	5723	3696	3893	2734	5061	624	3108	5046	2168	5588	5426	5016	3191	3811	2405	3306	2681	1327	1967	2074
3511	685	2430	4558	6106	3096	5104	608	1486	5199	1613	6073	5322	3785	4043	2299	4262	751	1860	5414	2267	2543	110	4809	1125	3940	2318	4592	4847	6083	183	3601	4061	2639	1100	478	4242	396	143	1029	2461	3160	1951	1206	2101	3402	3303	1452	2165	5717	531	5415	595	3950	5079	2657	5743	5449	5797	2730	4607	2933	4867	3146	3233	3723	5453	3714	1963	5244	4183	3515	2189	4168	2148	5951	2177	1286	1448	1737	2691	861	4130	409	2366	2314	3079	4978	446	201	5645	927	607	2487	3388	3926	5777	5306	2211	5513	398	636	514	3733	557	3930	3983	6032	4180	455	1558
2577	2414	4413	3877	3096	6106	3551	5856	3435	2754	985	582	2849	1565	5737	3044	4729	791	1461	5398	2413	4913	2622	5711	297	5187	3031	4034	4401	5740	5536	6030	4093	2273	1976	3669	5933	6044	4719	2509	2128	3594	4106	1308	3135	2173	4613	2852	1085	3360	2068	4537	110	3667	4712	4377	173	3768	4755	3150	3720	5294	1166	4433	867	3571	4209	1673	362	5911	2481	1826	2883	2464	2862	1060	3455	2300	495	3090	2784	5862	5833	2117	1931	6031	4796	6070	3056	4919	4600	308	3938	1463	2841	6060	2745	3397	4651	300	4684	1158	3216	3075	656	3698	4860	5891	3373	3036	837
5987	3956	3845	4194	5104	3551	6106	5356	2768	5985	3474	5860	5390	4026	4245	5224	1444	1034	605	3109	4151	3329	5041	3937	695	4547	4084	1239	2653	3012	530	2274	2671	1455	4944	4038	3932	4250	2501	3955	3897	4946	1099	2497	1214	4174	3471	233	1038	1265	5666	5281	4999	2116	5212	5429	4186	854	1053	5000	5728	365	4274	2097	5026	236	2147	3880	5819	5530	4982	5561	2857	1603	3528	411	2442	1861	6011	110	4149	1507	2209	1272	4157	5066	5956	899	5304	4692	389	110	3386	4744	4804	2439	5671	3275	1230	1628	1030	6104	3856	3555	400	5284	806	2965	1192	3017	1031
3101	1594	2056	5074	608	5856	5356	6106	4291	4474	1261	5569	5412	1740	2118	1087	2981	1473	110	4068	4879	445	2051	4003	2152	402	5964	5311	2503	2389	1175	1260	110	2830	4927	5293	4676	4947	3600	1543	1105	698	1838	1859	2345	3514	2579	5005	4735	2904	2392	1238	3129	4125	5927	4799	2816	5706	2518	1653	2241	4814	4075	5350	3806	4545	1275	1790	4737	401	5687	3242	1416	3239	1939	4481	1715	3392	3814	1531	1468	896	5978	494	1934	1901	465	728	1422	1342	5812	1155	1890	3535	5983	2186	1358	1385	3834	5069	3166	289	3092	1311	1511	1572	2073	2002	3291	2381	4144
4736	1734	258	1990	1486	3435	2768	4291	6106	3999	5401	3198	110	3865	569	5794	4475	5033	2398	3909	2482	1819	1288	386	3009	3420	4218	2640	5605	4143	1262	3603	5648	1955	1095	4094	3288	642	2343	3615	3444	749	5567	5990	5168	1637	3616	139	1510	3613	4282	3269	146	4828	1425	4188	1269	970	3212	1518	5923	3020	1925	1168	3436	2205	576	977	5658	535	4121	163	4408	4046	110	1064	3159	1581	2675	3111	3257	1124	4041	2798	1664	735	1240	5276	534	2674	4675	4278	2649	3507	3357	1956	2183	1813	1353	3812	3422	3868	2988	1333	768	110	2373	5343	859	2418	5028
5062	2334	6063	3413	5199	2754	5985	4474	3999	6106	3501	110	213	4394	1116	3218	1554	1998	1457	5218	140	876	2007	580	470	573	4253	449	5037	960	2089	586	3886	110	4559	2171	4797	1711	2338	2858	5532	4635	3805	3238	3921	1010	2892	3629	2794	4659	2886	5633	5400	5128	1423	428	4187	4898	110	4966	1569	2753	2438	2990	1222	5593	1301	3721	2771	1382	936	2468	3649	2717	1936	2335	2316	1580	1524	5816	2952	3395	4806	2761	963	4024	3590	5163	1938	2894	1364	862	6066	704	1429	917	4830	5363	736	4506	110	5837	5279	3838	408	2847	1049	3527	5665	148	765
4866	5010	4620	3900	1613	985	3474	1261	5401	3501	6106	5539	857	4010	721	110	508	1881	3896	2488	5940	4268	2790	2400	1213	1552	3284	3459	2815	5073	3558	2916	5694	1074	6058	2905	2372	1582	2406	3813	2388	2357	2864	1630	3349	3509	1497	3692	1684	4367	3710	3708	2801	5652	2678	2635	5088	4153	2655	5450	2758	1015	4574	4932	4039	2474	2842	2986	5847	2697	5806	2250	1550	3263	4887	909	3068	4135	4851	4301	5413	4641	110	4697	888	551	5903	1919	1970	4870	1042	331	2066	4803	2329	3727	3797	1555	2567	5096	994	1548	1598	1205	4396	5003	3472	221	589	110	4044
3234	4910	798	683	6073	582	5860	5569	3198	110	5539	6106	3409	4819	2625	2367	1368	789	1864	2355	2049	2057	4644	165	3580	440	5899	610	4220	5594	2824	2700	3693	458	684	2627	3544	3557	1721	4279	3390	159	4012	1651	4795	2732	1810	2979	4484	2773	1247	2595	2529	1417	3173	4263	5655	1157	4957	4310	4129	406	4996	6015	1954	1328	3203	378	3406	1726	4096	5260	1266	891	195	2631	3181	4504	1823	644	5667	1685	500	758	5254	4417	5522	1517	2528	848	1329	5705	2564	3330	3292	1530	2166	2797	1073	3215	4608	1123	1948	3508	1787	543	1442	3793	4077	1050	3163
4235	3781	5502	2178	5322	2849	5390	5412	110	213	857	3409	6106	5441	593	3923	110	3830	682	2591	2927	924	5842	4540	4716	2180	4027	135	2336	2739	2079	5872	2642	3977	3366	3803	5769	790	3153	2932	634	4335	266	2508	1481	1162	1889	5558	128	3799	4469	2580	2737	3847	110	1211	5986	1451	5290	1251	321	3881	2059	2008	3126	4678	3297	3574	3415	2038	1806	3536	4365	1391	3207	5965	5001	2490	2889	2082	3223	3754	5770	5789	2872	5452	2158	3470	3136	563	2843	5647	2953	1242	2403	127	5659	267	1526	5090	430	3850	3521	903	437	4930	4609	1542	4126	5481	1076
2946	2163	5821	921	3785	1565	4026	1740	3865	4394	4010	4819	5441	6106	4904	863	601	1131	2811	5840	4103	993	4465	596	1858	4874	3852	122	2615	5242	1372	915	1159	3568	5435	3235	3226	5117	3425	5173	4696	1586	5896	5626	975	2523	4182	3833	5295	2694	3334	5742	5318	4316	167	381	4234	390	4971	3843	1671	5095	2716	5749	5629	898	4838	5531	3671	2799	4818	5250	2626	2561	3118	5475	4616	5433	1233	4284	2578	4161	4112	5092	3826	3196	1687	144	4042	5644	5055	3715	377	1850	110	5725	160	3214	2964	4277	1605	1136	2433	1538	3954	1652	6003	3421	110	4239	4478
464	4328	1585	5991	4043	5737	4245	2118	569	1116	721	2625	593	4904	6106	4842	4246	2924	5167	110	4490	3224	2286	2525	3077	5612	2954	6023	1508	766	5836	1863	423	673	5076	4665	5714	1553	1290	3442	3287	203	4811	5472	4459	2105	4091	3800	1741	242	424	2375	2259	6095	4911	1021	2856	1536	373	3859	1065	1727	5528	5198	641	1986	4117	5341	3994	730	615	1496	3221	1135	3158	5499	190	2997	2752	5256	4294	6041	177	945	5336	2744	444	3801	5047	2393	1947	606	1418	4204	4124	5867	1878	2956	4643	1618	612	5685	603	2199	4921	3947	3823	3541	281	5606	4550
288	3713	3591	4139	2299	3044	5224	1087	5794	3218	110	2367	3923	863	4842	6106	4888	5367	990	2568	2775	597	6067	3984	2882	3565	6078	5979	3971	5611	149	5738	4461	110	2037	4147	5141	4081	2506	3341	5278	2360	2795	5583	5417	4177	4500	3651	171	3770	3007	539	3741	1020	1880	3069	1830	3882	1978	3134	922	2093	2139	5113	4984	2701	2119	1622	4057	6051	4280	5861	2763	5316	3117	2839	1770	3966	3772	5918	3873	5604	1744	1304	2431	1035	1660	3996	3006	2748	4222	3879	1152	4703	5049	5619	1036	4571	5779	550	1026	3169	2480	969	3953	4647	842	1359	5448	4053	4656
3040	2143	4441	795	4262	4729	1444	2981	4475	1554	508	1368	110	601	4246	4888	6106	583	3268	879	5181	4448	6017	3589	4740	3130	3393	410	3546	5982	4988	2003	4266	5733	956	4434	4134	709	1631	2129	2390	2013	2298	3124	4672	611	1006	1218	3376	6096	3345	3701	5182	4925	4388	473	711	2777	886	2911	4086	1407	3244	3839	6074	4056	467	5146	3492	579	208	5456	3430	943	405	3034	2702	351	493	1294	5018	2401	5252	4440	3925	2046	2217	4750	537	1267	1707	4016	5957	5538	284	4069	474	1964	981	3828	2686	1268	4695	4987	168	219	5489	6077	2885	668	4544
4700	1835	3121	2656	751	791	1034	1473	5033	1998	1881	789	3830	1131	2924	5367	583	6106	4341	4728	3171	4569	3024	1256	2321	5447	2530	2550	1032	1283	3100	4230	2978	4426	1313	5070	5684	5422	3927	5134	4391	5164	1293	2891	713	5335	1223	4585	175	4006	1348	3524	3583	3676	3059	2243	4418	5151	4349	1528	2229	3200	2620	2537	339	3131	1086	2396	979	2374	4252	5135	5672	4364	1300	1843	2035	3540	3132	620	3933	2348	4977	1709	4604	4677	110	4167	5013	5083	3339	677	5654	1483	4791	129	2520	3045	2692	834	5914	5570	2204	6052	4849	4020	215	803	2996	343	5352
1765	3112	1112	5610	1860	1461	605	110	2398	1457	3896	1864	682	2811	5167	990	3268	4341	6106	4586	3520	5641	3934	1276	1984	2030	5989	117	354	2719	662	4774	1804	3976	2526	1754	1200	110	2042	5303	3563	328	2330	110	4248	5744	5389	5273	483	110	2337	1113	2757	2951	2220	5302	3967	3115	5064	507	3225	4597	3365	3361	4972	4264	1108	2226	3000	4891	1776	2455	5962	4577	2877	1195	931	4890	5869	4223	119	3731	4270	4171	3746	5544	1454	3441	2629	1248	2422	4581	207	5892	6076	2133	5071	5334	1917	3419	6024	638	4724	4439	3975	5383	5266	2342	1495	5191	4019
4379	2458	2058	1489	5414	5398	3109	4068	3909	5218	2488	2355	2591	5840	110	2568	879	4728	4586	6106	3266	1544	5864	4567	2155	3050	4704	3902	4055	3510	1675	1305	216	5782	2930	1716	2985	4979	2446	5945	5382	4108	6007	5283	5355	5773	251	291	1822	614	5504	2741	2292	3085	3783	3120	5730	2311	361	2899	3364	4629	3408	2688	2479	5153	5399	1419	4670	5509	2161	1225	454	629	5349	1789	4868	3337	1478	4370	5019	6019	3822	110	3273	2216	110	3185	4995	1566	2658	4455	3187	1320	1182	4028	5368	1151	947	3229	4498	4816	3919	782	2167	3502	2170	3161	3962	1940	332
