466	66	373	184	121	379	462	30	128	188	30	294	109	173	361	214	456	212	365	284	195	426	31	303	249	310	437	183	105	115	161
66	466	215	79	218	399	420	193	78	74	418	30	275	133	356	54	241	307	30	465	201	348	180	230	233	341	242	107	369	30	176
373	215	466	204	60	408	339	453	30	397	314	56	187	63	461	419	327	410	246	59	270	147	185	346	296	264	394	30	81	45	409
184	79	204	466	329	390	304	46	432	416	52	30	142	268	91	247	155	136	199	36	370	350	464	148	143	219	278	130	196	315	166
121	218	60	329	466	451	34	30	154	316	279	30	151	328	282	254	127	123	372	324	367	463	102	192	245	441	401	156	224	76	157
379	399	408	390	451	466	94	457	116	190	447	274	384	248	35	445	322	319	272	30	100	104	47	30	238	30	106	162	177	460	289
462	420	339	304	34	94	466	82	30	375	267	260	326	30	262	336	197	53	120	33	265	331	404	305	424	186	342	387	355	396	113
30	193	453	46	30	457	82	466	449	277	436	158	389	168	32	96	364	363	223	93	259	220	402	302	299	240	122	423	320	386	125
128	78	30	432	154	116	30	449	466	407	357	288	448	366	30	450	95	211	431	415	313	169	178	48	347	167	403	205	285	323	256
188	74	397	416	316	190	375	277	407	466	44	30	68	454	301	429	287	99	229	298	458	330	191	269	64	257	134	152	292	103	217
30	418	314	52	279	447	267	436	357	44	466	202	338	131	30	383	332	252	92	253	414	198	405	141	344	325	40	360	411	77	57
294	30	56	30	30	274	260	158	288	30	202	466	153	368	376	321	42	51	70	237	258	239	67	117	43	345	114	343	234	439	312
109	275	187	142	151	384	326	389	448	68	338	153	466	308	359	124	200	30	129	30	73	309	87	392	89	126	38	210	71	446	340
173	133	63	268	328	248	30	168	366	454	131	368	308	466	438	380	108	150	377	232	175	227	243	244	318	135	69	290	291	61	333
361	356	461	91	282	35	262	32	30	301	30	376	359	438	466	41	58	271	226	171	30	362	30	203	216	231	406	221	444	266	30
214	54	419	247	254	445	336	96	450	429	383	321	124	380	41	466	281	30	83	84	85	75	395	349	140	297	311	334	354	388	207
456	241	327	155	127	322	197	364	95	287	332	42	200	108	58	281	466	400	382	98	30	213	174	209	112	358	417	146	353	164	160
212	307	410	136	123	319	53	363	211	99	252	51	30	150	271	30	400	466	428	225	295	138	433	434	286	170	30	251	228	455	111
365	30	246	199	372	272	120	223	431	229	92	70	129	377	226	83	382	428	466	352	159	65	194	273	374	132	385	101	30	50	398
284	465	59	36	324	30	33	93	415	298	253	237	30	232	171	84	98	225	352	466	427	371	208	144	119	381	49	163	413	459	139
195	201	270	370	367	100	265	259	313	458	414	258	73	175	30	85	30	295	159	427	466	30	276	30	62	280	391	421	86	110	263
426	348	147	350	463	104	331	220	169	330	198	239	309	227	362	75	213	138	65	371	30	466	283	172	37	300	118	165	145	425	378
31	180	185	464	102	47	404	402	178	191	405	67	87	243	30	395	174	433	194	208	276	283	466	80	442	317	206	39	72	430	435
303	230	346	148	192	30	305	302	48	269	141	117	392	244	203	349	209	434	273	144	30	172	80	466	179	306	182	181	88	261	189
249	233	296	143	245	238	424	299	347	64	344	43	89	318	216	140	112	286	374	119	62	37	442	179	466	443	137	235	55	149	30
310	341	264	219	441	30	186	240	167	257	325	345	126	135	231	297	358	170	132	381	280	300	317	306	443	466	222	440	293	335	337
437	242	394	278	401	106	342	122	403	134	40	114	38	69	406	311	417	30	385	49	391	118	206	182	137	222	466	422	351	97	250
183	107	30	130	156	162	387	423	205	152	360	343	210	290	221	334	146	251	101	163	421	165	39	181	235	440	422	466	452	255	90
105	369	81	196	224	177	355	320	285	292	411	234	71	291	444	354	353	228	30	413	86	145	72	88	55	293	351	452	466	393	236
115	30	45	315	76	460	396	386	323	103	77	439	446	61	266	388	164	455	50	459	110	425	430	261	149	335	97	255	393	466	412
161	176	409	166	157	289	113	125	256	217	57	312	340	333	30	207	160	111	398	139	263	378	435	189	30	337	250	90	236	412	466
