466	195	44	102	355	109	362	97	231	364	244	30	292	160	395	101	308	215	210	204	318	32	365	128	384	179	51	220	226	131	30
195	466	116	289	186	412	64	437	447	375	455	58	175	183	41	30	372	350	239	398	252	264	446	464	95	268	327	223	84	429	166
44	116	466	309	78	201	31	100	74	391	456	434	30	30	422	317	385	339	400	329	42	149	454	421	432	136	228	256	173	340	68
102	289	309	466	286	30	459	185	167	238	104	336	294	311	189	135	394	306	237	270	180	331	30	225	55	324	63	112	280	75	148
355	186	78	286	466	345	458	103	170	121	316	229	282	326	319	249	30	132	30	322	117	192	89	66	409	449	164	88	126	448	80
109	412	201	30	345	466	424	207	120	45	323	261	334	272	353	366	221	450	465	127	184	142	50	312	291	35	254	161	30	56	344
362	64	31	459	458	424	466	53	154	73	295	374	30	233	30	217	30	358	269	360	30	369	72	213	147	111	461	67	381	59	297
97	437	100	185	103	207	53	466	406	30	425	124	265	171	338	274	85	140	82	328	410	399	87	36	304	453	445	287	276	321	49
231	447	74	167	170	120	154	406	466	30	279	54	263	198	211	257	413	388	62	178	205	155	169	283	462	107	300	206	418	342	397
364	375	391	238	121	45	73	30	30	466	86	60	457	368	302	438	427	250	162	296	139	30	30	320	275	30	241	143	343	123	277
244	455	456	104	316	323	295	425	279	86	466	236	118	392	285	152	452	423	190	227	396	390	219	426	266	433	30	284	240	315	307
30	58	434	336	229	261	374	124	54	60	236	466	371	431	348	145	83	441	196	30	357	349	341	122	243	255	325	69	370	440	253
292	175	30	294	282	334	30	265	263	457	118	371	466	408	330	288	259	106	313	335	347	260	115	377	92	70	262	48	98	30	30
160	183	30	311	326	272	233	171	198	368	392	431	408	466	401	156	419	463	199	460	91	187	258	417	403	34	158	305	359	52	209
395	41	422	189	319	353	30	338	211	302	285	348	330	401	466	138	234	141	165	346	363	99	150	380	278	203	172	386	267	242	181
101	30	317	135	249	366	217	274	257	438	152	145	288	156	138	466	271	442	144	383	281	90	163	146	30	191	415	94	387	332	129
308	372	385	394	30	221	30	85	413	427	452	83	259	419	234	271	466	153	299	61	245	379	376	389	30	293	30	382	125	351	420
215	350	339	306	132	450	358	140	388	250	423	441	106	463	141	442	153	466	57	30	43	176	108	373	77	414	137	93	436	134	71
210	239	400	237	30	465	269	82	62	162	190	196	313	199	165	144	299	57	466	47	208	133	151	333	352	248	193	301	416	246	378
204	398	329	270	322	127	360	328	178	296	227	30	335	460	346	383	61	30	47	466	214	188	39	33	443	30	168	130	337	76	435
318	252	42	180	117	184	30	410	205	139	396	357	347	91	363	281	245	43	208	214	466	439	200	361	182	218	393	232	404	356	224
32	264	149	331	192	142	369	399	155	30	390	349	260	187	99	90	379	176	133	188	439	466	444	251	303	202	79	65	197	428	216
365	446	454	30	89	50	72	87	169	30	219	341	115	258	150	163	376	108	151	39	200	444	466	159	290	37	314	235	222	298	110
128	464	421	225	66	312	213	36	283	320	426	122	377	417	380	146	389	373	333	33	361	251	159	466	247	212	30	407	273	119	177
384	95	432	55	409	291	147	304	462	275	266	243	92	403	278	30	30	77	352	443	182	303	290	247	466	451	157	405	430	310	411
179	268	136	324	449	35	111	453	107	30	433	255	70	34	203	191	293	414	248	30	218	202	37	212	451	466	402	113	114	96	230
51	327	228	63	164	254	461	445	300	241	30	325	262	158	172	415	30	137	193	168	393	79	314	30	157	402	466	40	81	354	367
220	223	256	112	88	161	67	287	206	143	284	69	48	305	386	94	382	93	301	130	232	65	235	407	405	113	40	466	46	38	30
226	84	173	280	126	30	381	276	418	343	240	370	98	359	267	387	125	436	416	337	404	197	222	273	430	114	81	46	466	174	105
131	429	340	75	448	56	59	321	342	123	315	440	30	52	242	332	351	134	246	76	356	428	298	119	310	96	354	38	174	466	194
30	166	68	148	80	344	297	49	397	277	307	253	30	209	181	129	420	71	378	435	224	216	110	177	411	230	367	30	105	194	466
