6106	5894	258	1714	1258	110	142	995	1392	3360	696	4977	3439	4823	4521	5438	3735	3357	5874	1553	4749	2070	808	5504	4535	612	607	1662	3665	4855	122	2707	2059	1849	5202	4005	2374	4219	5493	968	2494	470	4389	1360	367	5168	4244	500	619	3533	683	353	5857	870	5050	4970	5530	940	4234	2325	2819	1861	4203	4528	3007	5224	2079	5546	674	1719	2239	284	2187	547	527	1465	2997	4903	5843	1095	2063	5575	2747	4585	3564	1640	110	4167	110	1153	4160	2286	4377	4842	5811	5043	2360	4241	4295	2814	1142	4237	1454	4711	2489	3359	3872	4699	2366	854	1065
5894	6106	2689	110	1484	3633	5381	155	895	3201	3405	5098	4763	3353	1925	3528	709	1829	1020	5567	5440	5861	2001	3058	1555	2331	4607	1294	4090	2214	4359	4649	599	2210	863	3120	1231	4764	4461	5732	2157	2806	3609	3549	2033	4503	4445	3093	2166	220	1978	2252	4733	2526	605	3031	2591	3908	1130	1371	4862	541	2963	3044	4173	3972	3728	4130	4871	4910	4262	1442	6006	2903	4396	3052	3371	4347	2517	4270	6005	1625	1761	1105	5299	110	4953	2307	4929	4198	3955	4879	1138	1209	5971	4637	2542	3724	1229	3739	4686	4886	2387	4048	2561	823	3146	2637	851	5580	3282
258	2689	6106	1647	3798	3760	4936	3330	4976	5364	5995	3468	3023	2795	5992	1722	3919	2804	596	2226	939	5899	5782	1224	2265	2536	2455	3651	1699	2403	3995	5252	5676	1762	5777	3755	5318	2000	896	1094	1664	1325	5542	110	5066	3682	2464	5212	2005	2416	1993	2670	5003	5094	3200	4845	1844	4993	2116	4751	2559	641	4557	1944	4758	2692	5925	3006	3810	110	2491	2730	2435	3344	3630	1377	2052	1842	5602	5384	423	5627	3986	5828	3652	2388	3485	5131	4097	4194	938	3557	5161	1955	597	2110	251	5357	4354	654	3441	4986	4689	4031	1370	1492	1627	4440	3541	133	6060
1714	110	1647	6106	1574	4723	2270	4248	3254	1380	2376	3316	3907	392	4893	4035	3933	1805	3221	3338	4085	5447	3595	3458	4287	4034	5606	4122	3387	1272	3376	5354	3603	3914	5268	1916	4285	2752	2065	2349	4006	3446	5198	1636	110	4314	4935	475	4594	4376	4687	1538	871	4900	4748	1204	1653	6070	5379	1409	3390	2964	342	3389	2264	1029	428	5287	951	2923	306	2098	2010	3068	148	305	2735	2529	893	2635	2718	3662	1948	3012	1500	499	3778	2723	3850	112	623	1293	924	723	5831	4623	3868	2180	4500	4608	2615	2769	5522	1572	4352	4036	110	270	5178	5324	5328
1258	1484	3798	1574	6106	1296	4404	4100	3436	5713	624	4507	5885	639	1796	1678	4881	1568	4546	3465	1135	1355	601	5694	4778	1774	2641	4149	1226	4007	4988	2727	3255	4622	4975	3746	2481	242	335	2713	3793	2540	110	4092	3323	5656	5722	167	5975	4577	3251	994	202	3869	3839	3337	1918	1752	3145	513	1732	4691	2002	1488	4772	3581	5443	2943	3677	1712	936	743	4043	113	1912	2644	2064	292	2313	1728	3426	3336	633	1081	2676	2744	293	2344	2575	2537	3946	1991	4484	4693	3272	1513	1403	5157	760	2957	831	3555	2845	4356	144	4756	5555	779	1018	3982	757
110	3633	3760	4723	1296	6106	5149	1548	208	3184	6069	1600	1830	1000	5689	465	1487	828	2815	2973	1033	631	962	2008	5152	990	4231	1404	3064	1677	4527	1070	2812	3616	4808	110	1607	4598	777	3770	2408	3171	5004	661	864	1367	5940	1399	5254	4863	5383	5817	4131	1590	3489	921	1694	1567	4387	2251	2568	1207	4852	2639	5887	1291	2683	4161	3133	3785	5773	4515	1382	4308	4297	1177	3161	549	4418	5105	3596	4120	2249	3069	3309	4419	5804	2209	501	2921	1450	119	2404	4926	3035	1107	1310	3301	4899	1594	3053	559	4839	660	1133	5949	5159	110	2046	1011	5233
142	5381	4936	2270	4404	5149	6106	317	1768	3079	3411	2367	156	5853	3966	2348	5297	356	5427	5163	1816	4166	3741	794	5031	3333	2577	6082	3641	2069	5757	3477	4260	1215	4282	4265	2993	5392	949	653	2240	4301	957	2643	918	393	2894	1576	1455	3694	478	2162	245	521	2987	4537	1506	4264	3875	3447	5594	4186	590	2722	5120	1202	5409	842	4957	1927	956	5113	6083	781	3890	1314	3041	5331	4605	4961	4803	2223	5648	3859	1482	181	4501	382	5035	2386	765	2956	1869	1323	4514	3178	5208	3246	5036	2028	1875	4488	3905	110	6103	780	4042	146	5001	1926	6061
995	155	3330	4248	4100	1548	317	6106	5411	5386	3703	2229	5197	110	5740	934	4564	1965	3138	211	5578	2413	3208	110	2791	5247	2889	3520	1051	4947	473	3979	1146	2666	845	1834	110	5296	1290	1532	1823	981	2199	3706	5597	4518	1464	2671	2918	3001	2977	3481	2121	785	4978	5319	4102	3155	4132	5640	4917	4328	736	771	4247	1766	1599	3292	4854	1864	1376	5047	4410	1394	800	4861	505	5812	827	3119	2291	5991	3749	4026	268	3224	129	1498	4159	4611	598	5800	1007	1402	4827	2034	1128	3072	1058	311	843	1438	2271	453	2807	2106	1986	5852	4630	4667	170
1392	895	4976	3254	3436	208	1768	5411	6106	3030	5758	4638	5022	1683	3744	5207	5116	5543	2401	4275	1979	882	2510	3486	308	3545	5199	3380	4109	3768	160	774	4246	2555	5013	4945	4532	984	1573	3989	5605	6048	5313	4534	3829	675	4548	5030	471	4486	5239	5258	3917	2962	5215	4727	5669	4669	1669	3833	4277	4656	3598	1687	4187	4643	6040	3572	6030	2771	3237	745	346	3518	4460	879	494	1307	3054	5890	5435	461	3592	3716	2032	3370	1378	5225	1672	3522	2504	4099	4672	110	584	5222	5584	594	3256	5188	5363	1071	4152	6052	1330	616	2163	5308	2143	4209	4447
3360	3201	5364	1380	5713	3184	3079	5386	3030	6106	1709	2474	960	2579	2681	3654	442	4524	4901	4371	878	1211	2235	131	3453	441	1185	1565	5484	5495	4882	1445	2304	1225	4895	849	1786	3361	3556	5891	971	5904	4603	5999	496	5108	3926	5704	110	1772	4101	2195	3622	255	2592	4069	2261	2496	2617	5399	2362	1899	2196	5082	1710	2328	1045	5685	4477	6009	5900	1489	3158	1263	4326	5892	826	4801	5059	913	4804	2230	152	2551	2021	3876	3084	3619	5638	110	1478	3111	3587	1932	4918	2917	4059	4139	413	3783	5358	3219	1026	1541	3070	4774	5721	1759	140	2234	4077
696	3405	5995	2376	624	6069	3411	3703	5758	1709	6106	2104	903	1892	110	368	4813	3763	1363	3812	3930	824	3660	4013	4032	2953	3841	1865	1584	814	1264	1434	2423	4243	3017	4191	2941	5263	334	2197	1321	987	1690	5838	1366	4205	4860	5884	1043	2189	5529	4079	4360	4239	4703	1769	3906	2330	6019	5459	3821	3743	1747	4428	3687	3025	5776	110	4020	750	1718	4979	562	4798	4350	4599	3286	2383	5041	1961	4746	3036	3710	4096	3988	4348	802	479	4380	5300	2004	2756	3568	5512	2583	4004	2109	3479	5966	997	1265	558	4786	1934	3182	573	2871	1998	5429	3959	1914
4977	5098	3468	3316	4507	1600	2367	2229	4638	2474	2104	6106	1324	560	3602	738	1398	5968	2272	3008	2629	1586	5918	663	4922	4008	110	4923	2767	3806	445	799	5323	3431	1096	422	3367	5155	1879	5864	2434	4441	5064	5309	3275	5914	3196	3454	5473	3945	2015	444	365	2904	2872	3885	5563	2130	5682	4992	2588	5709	4914	920	1227	4779	3676	3026	3599	914	484	3573	1469	3828	314	2237	3784	877	3589	4985	952	3422	5460	6013	5896	876	4344	3154	1463	805	243	4443	1909	3604	403	2728	3661	1947	4263	4807	3065	1154	5834	4784	5830	2165	1233	3268	2901	5102	2114
3439	4763	3023	3907	5885	1830	156	5197	5022	960	903	1324	6106	2419	3934	5691	3942	3686	787	978	5327	813	1618	5534	4064	1891	1611	3503	2701	523	1602	3228	1468	455	3210	1958	3878	110	6078	1793	3258	925	1996	4382	4837	1184	5654	5926	1969	1995	1389	227	2582	295	915	1267	5589	5739	2273	3705	5550	3832	2616	5808	4658	3916	2013	4651	3310	5283	1328	2076	2737	3339	3970	1643	4736	4708	4373	693	1945	4519	339	330	1329	4271	4335	1432	3177	3978	4718	350	5413	6086	110	4009	510	3537	3961	2698	3788	4047	6034	4126	5170	651	670	4962	5516	3538	4560
4823	3353	2795	392	639	1000	5853	110	1683	2579	1892	560	2419	6106	136	3963	215	110	2479	4155	2900	3733	5816	4791	699	4489	1526	406	2762	4566	1471	3045	1511	5491	1365	4002	286	2208	4729	5688	3881	3880	4602	5813	2614	1084	3981	487	4193	1089	3297	325	825	110	964	529	229	1987	711	1217	5008	3835	3548	1078	1009	2259	6022	4180	4417	5780	459	508	5217	1053	4570	373	2602	5023	5314	372	5444	950	5623	5334	2651	5371	703	5148	3354	621	1246	5340	1121	1922	4625	320	2281	4272	961	4222	4538	4502	1612	647	110	3891	514	2846	5937	4552	3644
4521	1925	5992	4893	1796	5689	3966	5740	3744	2681	110	3602	3934	136	6106	2750	2354	4200	2201	5376	3794	2442	1940	4364	4446	5916	2839	1060	5141	4172	3713	4370	5588	909	4088	4003	3063	2066	2222	535	1411	2315	4476	840	2544	4104	1004	1260	3757	463	4156	2409	328	4290	2493	3938	1239	744	1920	4082	2358	1397	4144	5610	5074	1340	1644	5912	4037	3299	5696	2569	3586	452	1072	2488	4740	1283	1557	1212	2890	3134	4012	4616	110	2596	4086	1563	1104	2102	3397	537	2779	1015	3047	4624	2875	1785	1803	766	3038	512	658	5888	3055	5401	1364	3540	3567	635	5499
5438	3528	1722	4035	1678	465	2348	934	5207	3654	368	738	5691	3963	2750	6106	6016	2039	2101	4980	161	3857	1228	3565	4571	110	5446	3909	4444	4942	969	1022	5562	4233	259	966	1017	4688	3428	4717	3198	3085	5659	4572	3774	965	1902	3460	4339	5998	524	2863	5024	3796	850	3469	2036	5448	3493	5985	2802	1510	4351	873	4261	169	2482	3571	4783	3994	3472	2748	5412	5134	4175	4790	998	3974	2041	4856	5065	2924	3546	4016	1652	3634	1968	196	5468	6046	3130	1501	818	5919	5755	3415	5280	4094	3846	1850	1181	6093	5670	640	690	2136	432	2472	4025	3107	2873
3735	709	3919	3933	4881	1487	5297	4564	5116	442	4813	1398	3942	215	2354	6016	6106	1235	3754	3163	5743	1822	1342	126	464	4324	2119	2754	2567	4684	1757	3369	1763	2399	1949	5289	4023	4825	5726	1707	2967	5096	2450	2424	485	1789	5505	3233	979	4176	5631	289	5666	5756	1802	1333	993	1244	5715	1622	1730	5846	2764	5598	3347	4867	1888	5716	2359	1938	1832	860	5950	4304	3826	3969	3678	5671	533	846	2340	5687	5180	2553	5616	355	4426	5943	213	1997	1524	2599	5576	4113	110	3947	2818	530	4983	4021	5372	2081	3227	5844	3101	110	2605	3280	685	2996	1063
3357	1829	2804	1805	1568	828	356	1965	5543	4524	3763	5968	3686	110	4200	2039	1235	6106	1711	5765	729	4692	1528	2024	3474	3412	1804	5026	5984	669	3648	1858	604	2520	3685	4073	5284	4709	5668	2497	1452	2415	2969	6014	613	4705	1467	389	4202	1210	2090	4990	2389	3780	3814	2473	1946	2045	6102	3932	5477	3681	3510	4114	3402	3056	976	5463	5359	1692	5304	2603	1368	4846	930	679	1851	832	4720	1327	4076	3613	655	4540	701	5929	5693	4196	1169	4151	4931	5935	2105	4366	2051	4312	237	5374	3315	4797	3240	4481	2660	2897	4398	2092	755	2989	4058	4320	3295
5874	1020	596	3221	4546	2815	5427	3138	2401	4901	1363	2272	787	2479	2201	2101	3754	1711	6106	5867	5441	3475	5302	4940	2333	2724	901	2108	4017	2293	2715	3987	2067	1297	4878	2784	758	3607	1251	3494	5993	1252	2968	4492	1744	438	2262	5201	1144	5126	2915	5437	912	538	1693	416	4183	4541	2031	3775	6053	2533	1005	2831	5772	4028	3584	574	790	110	972	5081	2495	3083	1232	3225	2462	1196	4949	3953	5613	5707	5117	1753	4642	1174	2654	5860	3067	2131	4866	2858	2094	2828	4627	620	3250	3281	4201	426	3795	4909	2960	3514	2912	3305	5842	5600	2118	5063	3241
1553	5567	2226	3338	3465	2973	5163	211	4275	4371	3812	3008	978	4155	5376	4980	3163	5765	5867	6106	2907	2891	2673	1373	4496	178	3523	4078	506	1593	4730	4010	468	1745	437	5461	5044	5515	3466	3450	1715	4400	735	2311	495	4138	1684	1605	3958	3721	419	4916	2012	3825	1352	3702	4281	3190	319	919	539	1410	3852	3956	2283	1566	2042	4098	2091	2557	1405	3973	991	1309	1425	4315	1075	3983	5519	3628	2506	1203	1461	5517	581	205	2174	5075	2642	5789	2050	206	3498	2942	1525	752	2552	3591	1939	4698	5032	4089	5908	1942	1708	110	1255	1480	1165	4830	5560
4749	5440	939	4085	1135	1033	1816	5578	1979	878	3930	2629	5327	2900	3794	161	5743	729	5441	2907	6106	838	5677	2888	360	4182	929	5271	5125	3118	1076	2454	5641	5810	1670	4654	634	4401	5787	937	2738	1666	555	1751	3139	4840	673	1179	1201	185	5664	3790	1797	454	5248	3013	1931	1259	2417	2176	2524	1160	1962	5097	3206	347	947	3756	3382	4199	3610	2785	1159	3656	5581	852	4575	550	5305	5498	733	2346	6047	374	4317	5393	3156	5342	2717	2498	2556	4125	728	3061	4851	1764	110	1388	5145	4820	5014	2175	531	1359	756	4695	4228	5417	2887	3675	3211
2070	5861	5899	5447	1355	631	4166	2413	882	1211	824	1586	813	3733	2442	3857	1822	4692	3475	2891	838	6106	816	759	2859	4930	2662	4869	1601	4504	5753	3980	2395	5154	110	5579	3032	297	3314	4904	4141	5150	2896	3266	5523	5079	5508	3900	486	731	3802	5501	5489	1218	4655	4189	380	888	3845	4908	1637	5234	4279	5060	5089	5635	5893	4590	5274	3302	1061	2368	4647	4668	5539	3725	1261	1099	3534	6076	1889	2480	5091	2185	1542	1257	4539	5803	1523	3283	1332	4722	2914	5242	1116	4142	3492	4885	706	646	4133	3057	3123	2749	3433	4169	5368	4547	4134	1546	5011
808	2001	5782	3595	601	962	3741	3208	2510	2235	3660	5918	1618	5816	1940	1228	1342	1528	5302	2673	5677	816	6106	1638	2302	1073	3990	4523	5761	3985	880	110	4422	6044	4311	2739	926	5996	4939	5629	4595	2181	943	5273	2384	3659	5295	2546	1088	1300	4093	3262	4135	2539	753	358	4298	3349	2627	4531	2528	1361	2881	2178	5632	1649	2861	4256	238	1685	3836	2595	5883	3410	4814	491	5469	3129	2628	4755	3984	5465	1921	225	281	5009	3132	561	5343	1287	180	5369	3313	4629	5820	4336	3801	2926	2659	4680	3293	4874	2298	4920	2011	4944	3199	2126	602	5979	2084
