466	155	86	325	337	405	245	427	217	290	47	462	76	314	222	46	70	273	302	136	73	374	328	238	50	384	321	62	30	221	355
155	466	122	387	48	252	92	442	202	30	242	367	41	112	215	61	379	414	99	438	447	139	317	165	118	163	106	259	30	316	333
86	122	466	261	343	372	38	97	407	236	272	174	170	167	312	274	133	404	378	194	338	330	190	154	335	149	30	30	369	142	88
325	387	261	466	309	119	359	360	240	164	69	30	54	124	293	116	318	241	342	153	420	433	102	81	156	229	157	303	299	345	461
337	48	343	309	466	226	40	257	235	439	60	192	276	94	281	370	430	175	329	91	30	121	300	454	428	30	193	148	250	304	390
405	252	372	119	226	466	30	268	247	453	30	103	364	205	30	237	77	195	403	80	373	457	362	419	361	336	131	417	434	287	444
245	92	38	359	40	30	466	120	383	185	253	44	216	218	233	117	35	36	172	105	63	75	311	244	98	201	357	34	169	206	204
427	442	97	360	257	268	120	466	30	179	394	137	30	66	286	463	151	365	264	391	279	424	332	115	183	173	135	251	209	191	30
217	202	407	240	235	247	383	30	466	186	436	128	399	353	158	267	141	305	348	246	464	228	57	108	145	440	239	306	285	308	59
290	30	236	164	439	453	185	179	186	466	459	110	450	224	415	127	140	296	256	71	288	441	74	33	382	301	254	213	347	30	429
47	242	272	69	60	30	253	394	436	459	466	465	331	460	208	111	375	95	30	363	234	65	356	354	385	129	307	177	327	45	298
462	367	174	30	192	103	44	137	128	110	465	466	340	377	84	227	397	30	52	289	406	53	344	182	410	30	37	425	178	349	184
76	41	170	54	276	364	216	30	399	450	331	340	466	455	210	196	376	200	220	130	319	87	134	271	197	275	132	32	278	320	147
314	112	167	124	94	205	218	66	353	224	460	377	455	466	249	263	203	350	100	107	282	368	79	162	123	30	269	90	93	408	266
222	215	312	293	281	30	233	286	158	415	208	84	210	249	466	395	143	144	160	255	443	64	366	452	223	248	152	30	231	386	30
46	61	274	116	370	237	117	463	267	127	111	227	196	263	395	466	230	458	43	198	294	114	199	166	435	68	341	283	30	396	101
70	379	133	318	430	77	35	151	141	140	375	397	376	203	143	230	466	168	351	243	352	30	30	295	30	284	381	292	448	371	225
273	414	404	241	175	195	36	365	305	296	95	30	200	350	144	458	168	466	83	324	346	125	412	96	297	67	214	212	126	445	188
302	99	378	342	329	403	172	264	348	256	30	52	220	100	160	43	351	83	466	161	334	323	85	30	232	401	416	315	49	82	449
136	438	194	153	91	80	105	391	246	71	363	289	130	107	255	198	243	324	161	466	56	409	89	30	339	159	423	431	358	322	58
73	447	338	420	30	373	63	279	464	288	234	406	319	282	443	294	352	346	334	56	466	422	207	426	262	31	113	72	418	176	400
374	139	330	433	121	457	75	424	228	441	65	53	87	368	64	114	30	125	323	409	422	466	146	432	39	78	219	265	277	150	402
328	317	190	102	300	362	311	332	57	74	356	344	134	79	366	199	30	412	85	89	207	146	466	388	51	30	437	446	280	104	260
238	165	154	81	454	419	244	115	108	33	354	182	271	162	452	166	295	96	30	30	426	432	388	466	30	42	138	171	380	310	456
50	118	335	156	428	361	98	183	145	382	385	410	197	123	223	435	30	297	232	339	262	39	51	30	466	109	313	392	258	30	413
384	163	149	229	30	336	201	173	440	301	129	30	275	30	248	68	284	67	401	159	31	78	30	42	109	466	398	55	180	411	326
321	106	30	157	193	131	357	135	239	254	307	37	132	269	152	341	381	214	416	423	113	219	437	138	313	398	466	181	291	393	187
62	259	30	303	148	417	34	251	306	213	177	425	32	90	30	283	292	212	315	431	72	265	446	171	392	55	181	466	270	211	421
30	30	369	299	250	434	169	209	285	347	327	178	278	93	231	30	448	126	49	358	418	277	280	380	258	180	291	270	466	451	389
221	316	142	345	304	287	206	191	308	30	45	349	320	408	386	396	371	445	82	322	176	150	104	310	30	411	393	211	451	466	189
355	333	88	461	390	444	204	30	59	429	298	184	147	266	30	101	225	188	449	58	400	402	260	456	413	326	187	421	389	189	466
