7261	1581	898	4694	6463	4776	120	5744	2175	6801	1698	4877	2840	4795	5582	2690	2104	6955	7029	6208	5733	5183	615	6982	5512	1667	1189	7215	1268	5500	5543	2413	208	3834	6752	1368	2247	7099	3287	5986	5961	312	3341	4296	4184	3641	2148	3915	3992	4406	4132	6453	6763	5320	4809	1664	4261	5997	2776	4447	645	4980	6539	3088	6438	4071	6107	550	834	5392	4500	2692	5755	6404	4603	6688	3720	4672	2794	4139	5129	3044	3302	6254	6872	5669	2336	7234	4682	2874	7103	3760	4450	1357	5029	1676	5994	691	1895	3157	6559	1128	1947	3571	1032	6468	4654	3086	5177	4626	4432	339	7138	3354	4859	5071	223	4309	6958	5834	3761
1581	7261	5897	6664	5765	5990	3829	3313	4018	4377	2169	578	4828	642	920	5085	1855	3097	6094	2832	4705	2822	5948	4024	338	495	1768	4480	488	6068	6607	5480	3031	1556	5309	6883	6524	825	136	4431	4235	5343	6435	4750	3917	1575	6140	4046	7098	2055	7226	7223	362	6393	1759	2882	3203	3022	1447	6895	6230	3422	6853	2317	2835	4403	6340	5753	5278	2228	4646	2472	5457	5061	3385	6504	3293	331	1436	6161	1642	120	5143	4392	907	613	4465	123	6753	4874	5675	1174	3718	284	3659	1098	1548	120	1422	6309	2320	2054	572	2506	5256	1218	211	6942	2501	3900	775	2552	5620	2272	3039	6053	3247	884	670	5581	1454
898	5897	7261	1559	238	6813	3060	3270	1430	3938	6400	1701	3197	2915	3366	3386	2589	4442	4796	1812	4687	181	2998	6182	3516	6050	4731	3108	537	854	2900	4339	5485	6512	4939	5057	3484	4473	1911	538	6771	954	4446	1945	1857	2624	1400	4415	7051	120	4454	2798	1717	2439	6331	3164	7209	1512	484	4464	3866	6893	1763	2464	3702	5575	5918	6558	6566	120	2634	6594	6741	2134	459	6940	6382	4034	120	6406	4983	3128	2152	1996	1479	2390	2448	6189	2877	5849	5698	6882	1155	1758	6403	7149	3880	5176	6464	5847	3117	1640	6446	5832	2113	5499	2824	628	243	2234	6176	4978	3918	4114	3905	1646	3362	5892	6506	935	1244
4694	6664	1559	7261	4065	4329	4519	6905	1444	931	3315	2563	2400	2522	7100	4701	5803	6298	3585	342	932	3779	3922	4969	3396	593	2203	4035	972	6726	4441	3508	6612	5606	5223	6993	4930	3742	2988	3344	6617	4526	3357	2125	618	2365	5913	2828	2326	5417	5041	1666	1815	3860	1014	553	3527	373	5245	472	2673	120	1290	414	5149	1274	1643	7148	6646	4492	3468	5696	994	6427	4040	876	4050	405	6037	5439	1109	416	7055	2454	1079	864	5299	5899	4903	3343	1793	349	7092	5131	2830	6721	5823	5506	4959	5366	5135	473	5077	5466	3222	5778	1101	4615	7015	6310	577	5660	3808	4502	4709	5173	6155	2928	2292	2014	4178
6463	5765	238	4065	7261	4536	6766	5282	3080	6574	5112	1147	4299	279	3875	5058	5047	2132	6100	6765	1469	2045	655	120	3979	6632	4086	5873	5915	4627	6429	4892	5037	3775	2159	5076	727	6724	5954	3963	1213	1012	489	1570	1980	407	3321	6439	2009	5234	6799	718	1317	4177	4374	3613	4229	245	677	1004	5565	3295	2025	1645	6820	6369	928	1489	833	3191	3670	5940	3857	3578	6355	2303	3013	3499	7174	2650	259	4934	6584	6104	889	3627	4052	4105	1073	5107	3974	3475	3172	5354	3525	5220	1936	1809	6139	7034	2836	1491	4649	6778	1442	4883	1468	3709	174	3050	3285	2285	4920	5898	1149	939	2355	6286	1267	3819	4394
4776	5990	6813	4329	4536	7261	4714	7124	791	2114	874	1336	1193	5509	6679	886	1219	3925	221	4622	2479	3993	4081	4318	5160	369	4870	5955	4277	4271	5283	4527	1292	7061	6628	6475	6321	2691	4899	3590	2378	1603	1515	587	4619	2588	1312	6850	5113	3496	5180	2322	2568	3941	3410	3116	2947	2243	1774	2429	7255	4461	2404	4128	4194	2930	1625	4484	3600	4308	2829	4100	887	5888	1598	5175	1146	3324	120	198	3897	3978	6459	6281	3910	4256	2902	2343	5316	977	1604	7024	852	1259	5153	2911	4961	776	7145	320	975	4356	883	1995	6332	3812	3102	3319	697	5227	4960	7161	444	6600	2989	1938	6167	4517	120	6691	5626
120	3829	3060	4519	6766	4714	7261	5896	1360	2332	5735	2686	2340	4635	3126	2751	5489	5442	2308	5841	214	4661	3630	4606	7077	508	294	599	3196	4276	5625	6938	5469	4778	4305	3663	1013	3753	3773	4549	7250	5579	5963	4779	5088	4355	5030	6489	3662	6529	5072	6794	6402	6701	3660	7247	2980	5084	464	2991	2683	402	5843	1566	4495	5666	120	1247	6090	6932	1562	5750	826	700	3636	4620	2966	872	4958	583	6041	1206	2842	1960	514	3904	5248	7128	2019	5119	4376	1355	5709	6354	120	4349	4736	6537	486	6454	2931	5106	450	2981	6969	438	3559	4289	836	7039	1678	5633	835	4364	146	1246	4621	6983	861	1070	633
5744	3313	3270	6905	5282	7124	5896	7261	3738	6590	5238	2534	5346	6863	1730	5349	4577	429	2756	4047	204	3883	6595	120	7009	1139	2964	6174	913	6317	2714	229	2181	2075	1387	5189	1718	3201	2963	1626	4007	2846	3604	2048	4448	5951	4156	2597	3947	3452	860	6616	4003	3584	4592	4468	1819	300	6260	2360	7214	5982	6022	3878	869	5808	4386	5011	5495	2057	6211	4366	2197	6434	4279	2872	7090	5325	2284	6768	5225	591	3907	4666	2026	3345	120	4949	4213	4404	4315	120	5967	6440	3150	1912	476	5520	1112	7096	1367	2599	202	5594	7254	348	1167	2314	6261	2677	2680	6545	3847	4402	867	3363	2791	4861	1106	6367	6280
2175	4018	1430	1444	3080	791	1360	3738	7261	3265	4301	5413	4136	1679	6433	3678	4212	5304	2660	5628	682	6928	6898	987	4681	4810	2074	2347	5487	971	3620	5630	264	1177	6854	1543	3506	3308	3066	6378	2602	3272	3538	5067	5159	1204	689	406	4803	3111	3567	374	1223	1198	1966	5014	901	807	299	372	6059	1138	120	120	6889	2199	1066	1742	251	7186	2072	4624	4944	2813	3507	1420	1457	6717	2561	1183	2860	2921	3016	4817	6360	914	878	6643	2892	3696	3588	4471	1943	1335	3454	5486	6507	3638	4379	6994	2496	2694	1986	1351	7003	3967	2626	5825	6685	1236	3541	6137	3307	5060	1546	4976	783	4187	5450	7001	963
6801	4377	3938	931	6574	2114	2332	6590	3265	7261	2258	2351	5305	1700	3413	411	4567	1082	1602	4719	6202	1352	3325	1434	4084	3930	6682	4317	865	2428	1439	4021	4732	3906	6516	3928	7125	1917	3885	4514	2951	494	3927	3331	2929	6431	6377	2508	120	6183	6513	6391	4777	1567	5599	3486	3127	1593	5350	3024	2261	4989	4857	1901	5451	6859	1719	3430	4996	3367	3698	7069	2229	5133	930	738	5140	4258	3494	6876	4643	6913	5931	4600	1113	7167	3603	3991	6405	2784	5882	1036	1309	1260	5210	479	5359	815	3406	605	6534	4845	7132	3492	1047	1103	6951	4077	6547	397	2198	6580	997	3284	3727	1136	4030	5246	1001	1373	1985
