211	121	24	65	144	105	27	97	113	20	125	43	62	177	45	50	143	128	21	140	118
121	211	189	164	187	127	173	90	49	20	199	60	158	30	73	83	100	198	168	110	191
24	189	211	159	33	205	85	185	162	109	55	197	76	32	186	20	51	74	203	166	184
65	164	159	211	37	155	57	82	124	35	111	209	146	104	170	20	180	89	192	23	147
144	187	33	37	211	112	150	129	61	29	157	126	153	151	178	137	108	20	103	188	101
105	127	205	155	112	211	152	42	28	131	174	179	36	72	20	47	139	20	142	66	48
27	173	85	57	150	152	211	117	79	92	20	58	172	46	54	38	120	64	134	80	75
97	90	185	82	129	42	117	211	40	94	183	20	20	145	207	136	98	56	201	115	52
113	49	162	124	61	28	79	40	211	20	31	181	86	163	130	20	116	156	135	190	67
20	20	109	35	29	131	92	94	20	211	41	196	99	123	91	200	71	175	132	204	133
125	199	55	111	157	174	20	183	31	41	211	34	167	160	195	20	102	208	68	114	39
43	60	197	209	126	179	58	20	181	196	34	211	107	95	202	154	20	169	149	210	106
62	158	76	146	153	36	172	20	86	99	167	107	211	20	193	70	78	84	59	182	53
177	30	32	104	151	72	46	145	163	123	160	95	20	211	171	165	26	81	194	119	138
45	73	186	170	178	20	54	207	130	91	195	202	193	171	211	44	176	77	206	96	20
50	83	20	20	137	47	38	136	20	200	20	154	70	165	44	211	20	122	63	20	161
143	100	51	180	108	139	120	98	116	71	102	20	78	26	176	20	211	148	20	25	141
128	198	74	89	20	20	64	56	156	175	208	169	84	81	77	122	148	211	69	87	88
21	168	203	192	103	142	134	201	135	132	68	149	59	194	206	63	20	69	211	22	93
140	110	166	23	188	66	80	115	190	204	114	210	182	119	96	20	25	87	22	211	20
118	191	184	147	101	48	75	52	67	133	39	106	53	138	20	161	141	88	93	20	211
