211	126	90	103	183	127	96	200	182	170	52	148	166	48	28	192	41	123	86	20	60
126	211	31	79	165	20	20	35	53	99	73	109	56	50	198	83	34	157	20	140	196
90	31	211	80	149	164	136	151	191	119	169	150	84	130	44	20	143	82	78	180	142
103	79	80	211	162	129	176	45	87	20	144	104	75	117	20	101	89	108	81	187	20
183	165	149	162	211	65	135	64	20	27	66	43	92	208	145	20	37	133	30	21	39
127	20	164	129	65	211	91	134	110	32	178	22	113	25	190	20	203	155	141	139	154
96	20	136	176	135	91	211	20	29	138	20	63	163	159	105	51	46	175	193	20	61
200	35	151	45	64	134	20	211	171	146	204	76	121	93	107	188	36	172	202	33	72
182	53	191	87	20	110	29	171	211	118	201	49	74	94	152	38	160	20	184	54	177
170	99	119	20	27	32	138	146	118	211	147	153	47	209	71	97	55	125	24	156	106
52	73	169	144	66	178	20	204	201	147	211	102	88	59	122	185	174	158	69	181	194
148	109	150	104	43	22	63	76	49	153	102	211	205	210	20	100	23	58	95	20	195
166	56	84	75	92	113	163	121	74	47	88	205	211	67	179	62	161	20	167	98	68
48	50	130	117	208	25	159	93	94	209	59	210	67	211	114	206	168	20	131	197	111
28	198	44	20	145	190	105	107	152	71	122	20	179	114	211	57	173	85	120	77	186
192	83	20	101	20	20	51	188	38	97	185	100	62	206	57	211	124	40	116	26	137
41	34	143	89	37	203	46	36	160	55	174	23	161	168	173	124	211	199	70	20	189
123	157	82	108	133	155	175	172	20	125	158	58	20	20	85	40	199	211	112	207	128
86	20	78	81	30	141	193	202	184	24	69	95	167	131	120	116	70	112	211	42	132
20	140	180	187	21	139	20	33	54	156	181	20	98	197	77	26	20	207	42	211	115
60	196	142	20	39	154	61	72	177	106	194	195	68	111	186	137	189	128	132	115	211
