466	159	199	56	248	280	107	407	119	149	30	362	238	164	183	263	384	418	432	254	194	327	209	184	465	241	229	398	309	356	176
159	466	369	464	459	198	392	247	118	340	272	382	94	316	68	179	202	167	416	30	224	290	298	204	75	283	318	455	411	30	231
199	369	466	339	338	48	301	258	41	252	195	250	121	166	460	346	61	72	304	458	441	201	349	245	260	30	296	424	110	328	154
56	464	339	466	408	77	30	450	379	67	317	50	161	30	213	439	373	212	413	134	203	74	355	289	84	451	456	386	429	97	288
248	459	338	408	466	171	405	169	352	312	264	40	54	30	111	39	83	311	348	440	307	103	344	127	319	139	168	335	33	243	443
280	198	48	77	171	466	192	104	268	425	91	237	223	292	177	35	78	397	175	390	234	377	73	42	372	282	261	44	30	69	423
107	392	301	30	405	192	466	57	81	381	314	257	30	63	368	366	380	394	447	363	137	249	406	30	435	85	150	98	308	332	64
407	247	258	450	169	104	57	466	244	207	30	364	117	79	353	393	30	444	445	80	189	193	449	267	182	233	251	374	116	156	206
119	118	41	379	352	268	81	244	466	410	236	230	388	172	419	30	336	274	30	287	457	220	120	226	43	462	434	187	306	427	350
149	340	252	67	312	425	381	207	410	466	273	30	255	190	132	152	294	291	87	347	188	228	130	310	34	30	129	320	92	65	303
30	272	195	317	264	91	314	30	236	273	466	178	370	389	227	30	279	160	59	322	430	162	101	133	438	215	46	38	51	400	383
362	382	250	50	40	237	257	364	230	30	178	466	360	62	295	71	246	126	269	387	191	275	55	271	30	36	354	180	47	330	31
238	94	121	161	54	223	30	117	388	255	370	360	466	52	136	421	299	284	146	300	147	436	58	262	417	415	235	186	334	391	102
164	316	166	30	30	292	63	79	172	190	389	62	52	466	357	433	122	399	181	428	30	454	210	277	323	155	242	185	32	240	448
183	68	460	213	111	177	368	353	419	132	227	295	136	357	466	378	142	259	30	140	100	396	115	276	214	88	153	53	217	367	414
263	179	346	439	39	35	366	393	30	152	30	71	421	433	378	466	331	114	265	420	305	341	163	232	270	359	266	30	76	37	30
384	202	61	373	83	78	380	30	336	294	279	246	299	122	142	331	466	365	165	123	385	351	208	197	196	463	221	446	371	256	402
418	167	72	212	311	397	394	444	274	291	160	126	284	399	259	114	365	466	401	403	453	253	404	329	30	105	125	90	409	66	337
432	416	304	413	348	175	447	445	30	87	59	269	146	181	30	265	165	401	466	128	49	200	86	375	461	141	30	108	325	222	302
254	30	458	134	440	390	363	80	287	347	322	387	300	428	140	420	123	403	128	466	99	30	281	96	82	143	219	452	218	431	131
194	224	441	203	307	234	137	189	457	188	430	191	147	30	100	305	385	453	49	99	466	326	158	426	93	286	30	211	30	361	315
327	290	201	74	103	377	249	193	220	228	162	275	436	454	396	341	351	253	200	30	326	466	205	422	157	293	135	89	225	174	358
209	298	349	355	344	73	406	449	120	130	101	55	58	210	115	163	208	404	86	281	158	205	466	343	297	30	321	442	70	437	216
184	204	245	289	127	42	30	267	226	310	133	271	262	277	276	232	197	329	375	96	426	422	343	466	395	148	345	333	106	170	60
465	75	260	84	319	372	435	182	43	34	438	30	417	323	214	270	196	30	461	82	93	157	297	395	466	124	112	145	376	109	285
241	283	30	451	139	282	85	233	462	30	215	36	415	155	88	359	463	105	141	143	286	293	30	148	124	466	95	412	144	30	30
229	318	296	456	168	261	150	251	434	129	46	354	235	242	153	266	221	125	30	219	30	135	321	345	112	95	466	138	324	45	151
398	455	424	386	335	44	98	374	187	320	38	180	186	185	53	30	446	90	108	452	211	89	442	333	145	412	138	466	239	313	342
309	411	110	429	33	30	308	116	306	92	51	47	334	32	217	76	371	409	325	218	30	225	70	106	376	144	324	239	466	173	278
356	30	328	97	243	69	332	156	427	65	400	330	391	240	367	37	256	66	222	431	361	174	437	170	109	30	45	313	173	466	113
176	231	154	288	443	423	64	206	350	303	383	31	102	448	414	30	402	337	302	131	315	358	216	60	285	30	151	342	278	113	466
