1276	160	428	50	225	770	390	1227	376	1067	414	673	50	893	467	1183	300	825	74	685	454	524	932	426	691	634	1192	901	812	750	490	954	84	896	1237	1101	1053	503	287	50	50	55	188	1005	153	1039	974	50	521	847	996
160	1276	50	373	1062	1273	148	701	205	632	50	1013	1219	337	482	993	228	940	272	756	338	880	1027	998	137	1138	754	193	560	1200	525	945	1166	505	941	199	1203	917	286	995	842	731	1236	1139	522	669	136	593	801	468	488
428	50	1276	128	245	879	301	1097	829	873	52	902	62	162	1023	461	440	924	1112	50	796	1270	97	437	856	431	1258	664	378	267	1220	333	986	1208	1049	229	1055	456	420	1127	857	844	962	273	1024	553	651	50	817	682	1011
50	373	128	1276	942	724	477	617	666	1213	533	800	1072	502	1214	550	605	163	1029	987	366	693	389	527	50	918	126	439	487	417	73	363	872	93	412	766	82	869	276	1207	1235	258	1210	157	165	1231	269	1001	1108	1241	532
225	1062	245	942	1276	50	883	496	486	598	105	536	330	752	1198	573	913	741	723	558	146	851	69	441	1060	79	818	1089	534	820	931	1109	720	793	1228	323	342	442	1124	649	1159	271	64	767	744	788	1025	325	906	934	1070
770	1273	879	724	50	1276	234	735	778	243	978	659	578	1150	871	564	472	340	280	602	1205	436	1263	179	50	88	1148	1245	1115	178	208	1165	853	571	963	914	711	1217	574	72	1015	1056	266	916	1016	159	740	1268	1190	253	1238
390	148	301	477	883	234	1276	610	174	359	1032	117	884	1120	235	977	1135	1132	1196	223	419	277	895	278	226	889	1131	121	805	713	519	249	50	282	648	145	644	462	835	1232	681	91	473	171	970	176	772	239	246	152	283
1227	701	1097	617	496	735	610	1276	256	154	600	549	474	1041	1061	1262	183	50	50	749	645	509	695	854	1145	450	596	50	50	87	392	843	423	587	399	1019	491	237	601	418	1169	135	466	144	131	244	1160	557	1233	114	670
376	205	829	666	486	778	174	256	1276	539	663	922	1269	1199	236	794	50	170	562	802	763	911	408	1180	858	824	1102	639	336	308	960	903	808	334	728	106	971	588	1193	1257	1099	512	751	629	586	210	216	207	147	1063	1048
1067	632	873	1213	598	243	359	154	539	1276	498	612	989	211	1017	493	68	910	1134	722	455	638	544	1093	309	459	953	247	341	50	674	1234	1186	734	655	1184	551	792	497	196	1255	705	1077	556	976	369	661	56	1031	795	194
