821	760	233	389	672	795	813	465	673	590	721	372	104	473	489	811	480	508	572	745	630	174	725	494	156	40	275	143	188	611	466	269	117	664	667	468	231	76	79	49	747
760	821	742	121	214	108	297	411	409	396	40	157	131	701	678	136	207	454	492	498	455	312	40	56	542	382	83	781	696	52	689	448	609	694	323	363	261	200	362	546	493
233	742	821	134	779	80	485	417	196	543	532	428	597	177	509	376	452	445	766	118	739	527	565	208	635	583	761	173	700	241	41	106	40	294	582	302	585	279	198	234	40
389	121	134	821	545	237	642	703	202	356	391	693	276	706	300	607	523	568	133	358	260	90	309	437	385	40	221	415	539	97	291	517	584	380	390	649	142	125	744	257	686
672	214	779	545	821	438	364	301	88	797	99	96	600	645	332	476	403	256	561	335	292	215	220	352	224	580	139	162	163	598	802	644	809	762	333	166	217	640	440	40	734
795	108	80	237	438	821	617	357	321	472	399	120	461	324	320	307	530	519	289	421	190	359	210	658	554	181	299	751	40	447	183	533	167	205	242	502	374	610	155	253	102
813	297	485	642	364	617	821	92	555	72	40	430	622	229	103	78	377	109	497	419	501	325	571	175	184	662	369	553	413	66	656	316	670	457	388	793	803	483	614	787	282
465	411	417	703	301	357	92	821	98	636	685	375	753	265	625	750	464	45	660	319	410	463	688	570	503	717	394	337	350	40	287	423	556	733	40	171	211	40	70	783	665
673	409	196	202	88	321	555	98	821	549	697	470	550	708	223	566	145	709	552	639	516	153	40	675	774	506	203	266	637	748	520	487	418	58	402	727	354	579	406	284	650
590	396	543	356	797	472	72	636	549	821	459	168	273	641	252	773	619	244	303	633	477	426	213	113	130	780	40	763	505	655	775	799	71	671	782	313	586	731	414	197	643
721	40	532	391	99	399	40	685	697	459	821	268	247	270	305	776	101	400	179	295	450	806	146	692	815	43	624	140	710	720	122	422	507	591	250	544	479	816	777	264	537
372	157	428	693	96	120	430	375	470	168	268	821	342	40	93	298	47	801	243	255	77	331	705	322	800	746	328	488	722	540	360	132	663	40	147	596	819	111	281	308	616
104	131	597	276	600	461	622	753	550	273	247	342	821	329	741	684	201	192	306	471	150	623	40	61	541	653	398	704	575	449	482	176	659	40	792	628	603	462	435	749	314
