4096	2739	550	939	438	2029	2180	1385	1743	3500	305	2866	1955	591	2253	1864	3819	204	3805	1352	2086	1968	3076	3369	973	816	3887	107	2596	3489	3343	1632	549	3572	1467	3661	2916	502	1690	2660	782	3320	2605	273	90	2825	3934	966	3340	507	3651	454	1260	648	3267	701	2873	4000	3113	3600	2459	2589	2522	3555	3814	90	542	1845	2268	2491	2337	1744	4017	2997	2506	809	408	2721	2758	1687	443	3797	3503	2693	2112	788	555	3157	1469	2619	1552
2739	4096	878	309	3525	3752	195	3618	1330	2603	90	635	1737	2165	90	1596	3627	2579	1886	626	2450	3054	1681	3962	3527	1082	3323	2196	2954	2756	1177	2959	3767	812	1481	3380	1298	3605	3850	1985	1755	2251	3917	3338	1947	1630	2017	3714	1648	1715	1714	1428	4026	90	2684	3702	2655	2642	2783	3669	90	186	1683	3107	1196	1908	3945	2452	394	2767	3261	858	3071	2750	3311	293	1667	2258	3678	1974	3791	2280	1199	1209	3082	3636	1581	1526	2948	264	1826
550	878	4096	1733	699	1948	3719	4061	586	3335	2772	250	601	2829	2016	1679	4055	3283	1035	3929	766	1125	1265	3272	115	2489	3178	1329	2345	1219	3778	1030	257	476	249	3665	1204	90	3961	3936	977	3181	1090	2747	3057	301	1508	742	1665	3190	246	2611	2658	3234	2269	398	2488	2341	2515	3075	1967	1166	1436	872	306	3017	2461	1144	1051	3537	2002	2530	1460	90	3043	723	1618	3094	2207	957	2598	1039	2181	3102	3529	3884	943	3630	3312	90	2560
939	309	1733	4096	2926	1844	1224	2325	1108	2912	2415	3513	2474	2083	505	4008	1188	3937	2770	2204	3989	2971	1011	807	3586	1560	2413	278	103	1443	3860	797	1943	840	256	90	1027	628	3801	3115	286	692	2101	1708	2519	201	328	625	3685	341	391	1244	2757	2613	3584	1670	1339	1788	1303	2751	3534	3410	2950	3432	272	3713	1940	3974	2818	1859	750	2434	2901	3802	1245	181	90	711	2606	2141	3319	2236	4038	2056	3848	484	3994	90	220	2235	713
438	3525	699	2926	4096	1465	3176	3308	3242	1684	90	2753	2516	2765	94	331	1846	2634	533	952	2256	3508	990	1705	1211	3511	944	128	1043	899	3699	3574	3416	819	2849	1456	1830	1573	978	728	208	2905	4079	1619	339	1312	1704	1566	3720	2713	1970	775	981	3445	1181	3682	90	3134	1749	3560	563	3517	2111	1198	740	3305	3977	808	2836	2166	3342	2802	2752	2044	465	1267	106	3540	3506	849	1373	1492	2469	1977	1399	698	1288	2556	95	2145	621
2029	3752	1948	1844	1465	4096	653	1553	1815	554	452	2198	167	2094	2999	2091	573	370	393	2128	2784	3213	3684	1338	3029	2059	3591	2889	1251	1682	2719	90	2178	2939	2210	3192	1048	1140	1014	1083	3775	469	90	1387	3081	3980	736	2451	399	2533	1982	1689	90	1439	3985	126	2680	2143	294	2485	3837	108	1855	1531	1046	1569	2906	2144	1654	3243	3601	2641	619	3711	998	500	651	2108	1005	506	3698	1976	3773	1996	1895	258	3979	2071	1325	2933	2938
2180	195	3719	1224	3176	653	4096	482	90	404	2731	1650	2271	1420	217	426	1099	1367	3799	815	970	2427	1057	3310	1403	1025	1056	1391	1656	838	4023	4001	2785	2804	2262	1317	2173	1130	3696	1002	387	4090	508	1397	2908	1833	801	446	3925	2880	1664	2428	1565	3394	3368	1268	418	4006	114	3257	284	2205	931	358	90	2676	470	3202	255	1100	1821	3949	376	2648	1530	1741	1180	2355	753	1409	2486	3199	2445	3077	4052	3090	2659	2715	1222	3770	2148
1385	3618	4061	2325	3308	1553	482	4096	312	1158	2585	1474	1765	3478	895	2882	2663	366	3021	2685	627	1760	127	841	1417	3855	3303	2574	2877	1869	2412	3491	3749	2520	90	2404	292	1466	743	905	296	2119	2910	3861	1464	3521	3450	1891	2942	3881	738	606	3518	483	3074	466	865	1033	2936	3451	2780	1408	2390	2599	2981	545	1570	90	3841	422	3496	915	2814	2834	1646	1602	2791	1172	480	857	1918	600	1137	2969	1840	1568	2475	1480	3997	765	4032
1743	1330	586	1108	3242	1815	90	312	4096	1445	2160	852	1732	1212	329	2915	861	2011	3469	2032	3379	3689	1894	1252	1916	2406	121	1276	3346	474	1192	1549	556	90	1939	1230	954	1433	3625	307	2975	1337	569	2679	212	3853	881	1528	2808	1925	2616	1107	930	405	2194	3597	523	4064	1411	1586	1800	1538	3347	3231	2238	3561	514	2923	2650	2689	2500	2050	1112	3509	2501	913	1139	2612	1571	2274	1072	2380	1150	2514	1513	2458	1504	3037	1896	3744	3297
3500	2603	3335	2912	1684	554	404	1158	1445	4096	3709	2745	1021	90	641	1603	1776	3196	3444	910	615	188	1950	3623	822	2832	2957	1346	576	2103	2060	603	1356	1096	2927	1170	141	2561	777	2799	3795	260	3111	3755	2879	2298	1381	1605	2305	3462	3734	3822	2871	779	1394	168	511	270	1666	3588	3266	1479	2328	3189	1142	2000	2883	3233	4025	445	3835	2615	3642	3245	2875	672	1133	658	3920	90	590	1556	1148	2544	1774	2248	2130	1520	3701	3823	759
305	90	2772	2415	90	452	2731	2585	2160	3709	4096	3296	1407	3229	135	459	842	2296	3641	3939	553	3276	2576	3715	1819	3363	3550	2323	1092	820	2492	1753	183	3069	696	988	1523	1120	138	3911	1871	1532	1350	340	3973	3498	2743	2424	2801	980	2110	1013	1372	1953	1589	2364	3675	236	3285	3592	1319	2820	1816	1497	3067	754	2156	2601	1262	2782	378	517	2571	733	206	3549	3123	478	3940	2979	1217	923	179	4007	2179	1702	2157	1081	3098	3763	1932
2866	635	250	3513	2753	2198	1650	1474	852	2745	3296	4096	2075	739	2183	3105	90	3969	2152	1095	3301	365	494	464	3288	682	2175	1841	2805	1999	430	2483	4066	4054	1707	1590	156	3179	1779	90	2462	3620	3776	3727	1218	3015	409	1637	2027	3359	4049	794	4004	2295	2319	3938	185	400	1461	1930	3836	2702	503	3353	1768	1287	2381	3931	2001	3594	442	1698	3244	147	90	3236	1631	2151	2377	2398	413	1742	855	90	2389	1992	1190	3876	2353	498	3025
1955	1737	601	2474	2516	167	2271	1765	1732	1021	1407	2075	4096	2813	1326	2972	4083	2572	1905	1449	596	2507	1270	2012	3674	354	1143	3602	2864	90	3691	1468	3016	496	1437	2963	1119	1703	997	3125	90	1706	1873	1700	3144	1032	518	1539	2760	3460	1852	3673	2886	3428	3826	2281	1910	848	3655	2109	4069	3790	3960	1971	890	90	322	3668	2438	2419	1232	891	3085	757	2795	850	218	560	90	2420	2534	3604	1323	994	1332	3409	1527	3174	2768	3459	2203
591	2165	2829	2083	2765	2094	1420	3478	1212	90	3229	739	2813	4096	1804	1402	3053	1537	866	421	1723	803	2890	2851	2538	1926	2984	3378	748	2122	2317	3690	2872	1453	1716	3030	2066	3754	1962	1059	1606	2394	3666	1368	1639	347	1149	749	3449	2378	2400	362	3117	3523	244	1745	1592	3135	3694	1333	3635	211	3254	716	2068	1856	2913	1644	2523	1897	2422	2692	1236	177	1240	3944	1478	3226	1517	3427	2508	325	599	3963	2321	4059	1286	1434	2026	718	896
2253	90	2016	505	94	2999	217	895	329	641	135	2183	1326	1804	4096	3959	3228	2335	2966	1264	4033	3575	1758	2460	2270	2221	2558	3064	1006	2600	3948	1643	856	3670	2845	1243	2385	3541	3294	2580	3902	3452	2481	268	795	1615	2678	3874	90	530	2137	2340	642	946	2674	2388	3001	1545	175	1900	3078	1322	1220	3787	1360	1490	691	3820	2722	1493	3440	578	1827	1249	3260	1778	2291	1228	1934	3280	4089	2316	3482	660	252	1292	2844	3933	725	2699	2895
