466	245	117	122	154	89	145	432	295	30	222	243	392	401	379	175	328	207	278	209	417	225	144	220	76	320	384	87	218	156	227
245	466	252	312	231	230	151	455	80	274	134	354	233	30	70	385	141	405	74	261	313	30	177	298	61	120	92	447	153	162	236
117	252	466	112	456	300	260	299	446	31	108	128	370	204	35	30	344	241	445	163	238	461	109	30	54	266	317	415	351	322	440
122	312	112	466	133	30	355	276	123	434	84	330	347	331	279	319	248	420	208	219	411	49	110	419	255	30	197	194	409	398	290
154	231	456	133	466	423	52	304	116	292	280	115	346	159	152	75	65	235	167	34	283	378	442	286	59	439	198	367	96	30	239
89	230	300	30	423	466	30	101	422	77	63	48	125	259	37	450	270	237	182	91	301	111	93	258	437	399	449	88	321	187	438
145	151	260	355	52	30	466	105	68	395	391	69	269	383	157	360	55	130	271	375	418	99	293	308	146	325	148	107	373	338	429
432	455	299	276	304	101	105	466	195	316	297	81	424	348	349	323	166	85	171	453	400	291	388	368	414	353	30	311	359	342	372
295	80	446	123	116	422	68	195	466	78	350	57	309	176	170	168	131	150	333	240	30	403	289	30	358	32	79	46	285	425	121
30	274	31	434	292	77	395	316	78	466	435	345	382	460	406	137	310	196	251	51	396	106	307	369	397	165	178	30	336	324	408
222	134	108	84	280	63	391	297	350	435	466	329	362	377	30	371	264	281	45	139	448	143	242	394	326	180	216	465	244	247	215
243	354	128	330	115	48	69	81	57	345	329	466	97	288	257	179	365	212	413	221	164	459	380	40	426	228	30	132	149	71	126
392	233	370	347	346	125	269	424	309	382	362	97	466	223	169	366	217	452	30	334	95	124	30	135	374	441	303	457	30	464	335
401	30	204	331	159	259	383	348	176	460	377	288	223	466	161	104	42	224	314	30	433	83	190	393	343	213	315	60	390	199	73
379	70	35	279	152	37	157	349	170	406	30	257	169	161	466	234	410	44	332	30	407	200	363	253	202	147	30	463	174	341	100
175	385	30	319	75	450	360	323	168	137	371	179	366	104	234	466	113	127	404	232	192	172	357	103	86	262	188	47	352	226	38
328	141	344	248	65	270	55	166	131	310	264	365	217	42	410	113	466	43	267	136	62	181	206	30	155	30	263	256	443	250	402
207	405	241	420	235	237	130	85	150	196	281	212	452	224	44	127	43	466	416	173	327	82	53	305	265	102	56	30	186	268	389
278	74	445	208	167	182	271	171	333	251	45	413	30	314	332	404	267	416	466	185	277	337	306	160	361	142	118	184	302	191	67
209	261	163	219	34	91	375	453	240	51	139	221	334	30	30	232	136	173	185	466	183	214	30	50	30	30	376	98	138	30	140
417	313	238	411	283	301	418	400	30	396	448	164	95	433	407	192	62	327	277	183	466	41	201	412	454	294	282	287	193	203	205
225	30	461	49	378	111	99	291	403	106	143	459	124	83	200	172	181	82	337	214	41	466	296	273	211	64	444	39	364	386	451
144	177	109	110	442	93	293	388	289	307	242	380	30	190	363	357	206	53	306	30	201	296	466	119	36	210	189	458	381	129	72
220	298	30	419	286	258	308	368	30	369	394	40	135	393	253	103	30	305	160	50	412	273	119	466	431	66	254	30	421	229	30
76	61	54	255	59	437	146	414	358	397	326	426	374	343	202	86	155	265	361	30	454	211	36	431	466	249	284	340	356	430	427
320	120	266	30	439	399	325	353	32	165	180	228	441	213	147	262	30	102	142	30	294	64	210	66	249	466	33	275	387	158	436
384	92	317	197	198	449	148	30	79	178	216	30	303	315	30	188	263	56	118	376	282	444	189	254	284	33	466	58	90	94	318
87	447	415	194	367	88	107	311	46	30	465	132	457	60	463	47	256	30	184	98	287	39	458	30	340	275	58	466	339	114	246
218	153	351	409	96	321	373	359	285	336	244	149	30	390	174	352	443	186	302	138	193	364	381	421	356	387	90	339	466	272	428
156	162	322	398	30	187	338	342	425	324	247	71	464	199	341	226	250	268	191	30	203	386	129	229	430	158	94	114	272	466	462
227	236	440	290	239	438	429	372	121	408	215	126	335	73	100	38	402	389	67	140	205	451	72	30	427	436	318	246	428	462	466
