211	121	210	134	102	199	119	178	77	175	139	68	39	172	88	20	95	183	124	48	41
121	211	123	81	148	100	179	62	20	202	55	195	22	45	71	53	24	79	156	20	20
210	123	211	60	189	47	157	159	20	184	37	173	128	67	65	187	29	40	171	31	49
134	81	60	211	167	28	158	20	162	80	51	185	20	174	21	108	117	201	99	114	125
102	148	189	167	211	35	182	163	151	52	89	20	192	197	56	140	57	34	138	74	137
199	100	47	28	35	211	101	110	38	141	165	145	161	147	32	20	20	198	50	180	209
119	179	157	158	182	101	211	94	204	122	177	168	85	133	63	66	20	130	186	105	97
178	62	159	20	163	110	94	211	86	36	20	20	75	169	73	170	23	126	112	200	54
77	20	20	162	151	38	204	86	211	109	33	43	26	154	30	25	70	118	181	132	90
175	202	184	80	52	141	122	36	109	211	120	150	149	20	76	20	104	153	188	190	64
139	55	37	51	89	165	177	20	33	120	211	42	27	115	106	61	20	131	116	78	20
68	195	173	185	20	145	168	20	43	150	42	211	207	69	129	205	176	20	72	44	93
39	22	128	20	192	161	85	75	26	149	27	207	211	193	155	152	146	164	92	166	107
172	45	67	174	197	147	133	169	154	20	115	69	193	211	142	196	194	82	160	46	96
88	71	65	21	56	32	63	73	30	76	106	129	155	142	211	143	20	59	98	135	191
20	53	187	108	140	20	66	170	25	20	61	205	152	196	143	211	136	203	111	208	91
95	24	29	117	57	20	20	23	70	104	20	176	146	194	20	136	211	84	127	87	144
183	79	40	201	34	198	130	126	118	153	131	20	164	82	59	203	84	211	58	103	206
124	156	171	99	138	50	186	112	181	188	116	72	92	160	98	111	127	58	211	113	20
48	20	31	114	74	180	105	200	132	190	78	44	166	46	135	208	87	103	113	211	83
41	20	49	125	137	209	97	54	90	64	20	93	107	96	191	91	144	206	20	83	211
