211	48	195	33	23	21	106	67	179	84	114	56	55	155	57	20	178	165	128	199	189
48	211	173	174	203	54	20	208	196	58	20	31	75	122	115	39	192	191	177	44	29
195	173	211	193	113	210	103	66	132	43	104	81	205	45	154	61	142	116	105	20	167
33	174	193	211	187	20	171	135	25	34	153	166	190	76	83	82	121	119	41	194	130
23	203	113	187	211	95	151	20	20	65	133	51	157	198	148	139	37	131	181	169	118
21	54	210	20	95	211	164	150	134	141	26	112	20	50	91	146	40	64	20	35	182
106	20	103	171	151	164	211	80	94	99	158	143	60	125	24	172	20	32	20	79	120
67	208	66	135	20	150	80	211	129	183	170	20	152	126	87	185	209	22	127	20	38
179	196	132	25	20	134	94	129	211	110	207	136	140	20	206	88	47	180	175	52	163
84	58	43	34	65	141	99	183	110	211	124	123	188	27	98	20	63	77	184	204	72
114	20	104	153	133	26	158	170	207	124	211	102	147	78	86	161	200	168	68	117	73
56	31	81	166	51	112	143	20	136	123	102	211	108	74	97	100	156	197	111	96	49
55	75	205	190	157	20	60	152	140	188	147	108	211	20	28	160	176	109	145	89	93
155	122	45	76	198	50	125	126	20	27	78	74	20	211	202	201	85	62	30	137	90
57	115	154	83	148	91	24	87	206	98	86	97	28	202	211	20	36	46	59	149	20
20	39	61	82	139	146	172	185	88	20	161	100	160	201	20	211	138	144	186	92	159
178	192	142	121	37	40	20	209	47	63	200	156	176	85	36	138	211	107	70	53	101
165	191	116	119	131	64	32	22	180	77	168	197	109	62	46	144	107	211	20	71	20
128	177	105	41	181	20	20	127	175	184	68	111	145	30	59	186	70	20	211	42	162
199	44	20	194	169	35	79	20	52	204	117	96	89	137	149	92	53	71	42	211	69
189	29	167	130	118	182	120	38	163	72	73	49	93	90	20	159	101	20	162	69	211
