466	306	219	269	355	424	364	291	436	271	375	93	191	73	113	248	68	274	153	318	445	232	54	325	382	52	124	284	353	92	30
306	466	102	60	170	443	161	157	96	89	460	331	395	292	427	288	383	236	368	357	452	367	231	30	268	437	83	286	457	426	152
219	102	466	190	310	377	187	283	322	184	326	314	304	266	51	442	175	305	406	56	87	227	253	428	155	30	75	109	433	69	202
269	60	190	466	421	201	323	130	333	98	205	330	70	239	189	257	320	362	218	401	30	290	216	199	432	280	307	260	262	335	118
355	170	310	421	466	168	196	177	166	88	182	256	272	352	116	59	297	194	459	78	179	160	30	226	294	337	30	135	30	251	341
424	443	377	201	168	466	37	41	243	230	108	79	30	354	423	311	127	458	245	38	131	430	40	389	403	176	204	145	393	99	123
364	161	187	323	196	37	466	214	200	397	351	296	91	134	293	295	338	234	413	81	137	30	405	71	138	420	276	82	43	363	30
291	157	283	130	177	41	214	466	154	339	84	129	101	30	125	439	222	340	434	402	379	173	249	162	180	197	350	33	163	46	261
436	96	322	333	166	243	200	154	466	324	456	267	388	316	391	244	312	369	30	32	206	299	106	94	72	371	440	373	207	455	252
271	89	184	98	88	230	397	339	324	466	250	385	95	30	240	136	143	30	58	103	300	39	360	462	258	255	235	241	408	298	164
375	460	326	205	182	108	351	84	456	250	466	122	263	30	359	463	76	396	53	418	133	212	110	221	301	275	419	57	90	282	410
93	331	314	330	256	79	296	129	267	385	122	466	348	132	376	211	384	223	313	447	398	409	370	465	107	404	30	148	47	415	446
191	395	304	70	272	30	91	101	388	95	263	348	466	142	209	97	259	86	30	30	120	198	273	448	343	117	429	210	394	225	453
73	292	266	239	352	354	134	30	316	30	30	132	142	466	30	105	181	327	247	441	195	55	372	150	30	346	30	36	285	34	80
113	427	51	189	116	423	293	125	391	240	359	376	209	30	466	461	121	49	425	381	308	193	115	147	85	431	328	386	112	347	242
248	288	442	257	59	311	295	439	244	136	463	211	97	105	461	466	412	265	186	417	213	30	158	356	140	215	278	315	399	380	203
68	383	175	320	297	127	338	222	312	143	76	384	259	181	121	412	466	411	444	126	30	146	64	309	289	450	345	237	319	169	65
274	236	305	362	194	458	234	340	369	30	396	223	86	327	49	265	411	466	229	30	114	254	374	185	400	30	165	30	233	30	30
153	368	406	218	459	245	413	434	30	58	53	313	30	247	425	186	444	229	466	365	279	321	344	63	435	407	451	414	317	228	270
318	357	56	401	78	38	81	402	32	103	418	447	30	441	381	417	126	30	365	466	208	422	62	449	334	35	183	149	342	387	31
445	452	87	30	179	131	137	379	206	300	133	398	120	195	308	213	30	114	279	208	466	287	454	220	336	119	238	30	366	358	217
232	367	227	290	160	430	30	173	299	39	212	409	198	55	193	30	146	254	321	422	287	466	464	264	48	172	74	77	174	392	302
54	231	253	216	30	40	405	249	106	360	110	370	273	372	115	158	64	374	344	62	454	464	466	277	156	178	45	66	303	151	159
325	30	428	199	226	389	71	162	94	462	221	465	448	150	147	356	309	185	63	449	220	264	277	466	30	42	67	332	139	378	111
382	268	155	432	294	403	138	180	72	258	301	107	343	30	85	140	289	400	435	334	336	48	156	30	466	188	390	50	144	167	438
52	437	30	280	337	176	420	197	371	255	275	404	117	346	431	215	450	30	407	35	119	172	178	42	188	466	104	192	171	361	416
124	83	75	307	30	204	276	350	440	235	419	30	429	30	328	278	345	165	451	183	238	74	45	67	390	104	466	281	61	44	329
284	286	109	260	135	145	82	33	373	241	57	148	210	36	386	315	237	30	414	149	30	77	66	332	50	192	281	466	141	246	349
353	457	433	262	30	393	43	163	207	408	90	47	394	285	112	399	319	233	317	342	366	174	303	139	144	171	61	141	466	224	100
92	426	69	335	251	99	363	46	455	298	282	415	225	34	347	380	169	30	228	387	358	392	151	378	167	361	44	246	224	466	128
30	152	202	118	341	123	30	261	252	164	410	446	453	80	242	203	65	30	270	31	217	302	159	111	438	416	329	349	100	128	466
