211	71	57	179	184	49	22	148	147	20	210	114	141	174	113	75	78	35	54	178	108
71	211	206	193	20	165	90	45	20	55	164	205	118	84	51	92	34	185	162	20	194
57	206	211	140	37	94	188	46	44	60	20	133	135	20	86	191	80	197	107	20	41
179	193	140	211	115	65	153	20	181	20	169	69	112	96	97	201	166	73	20	161	93
184	20	37	115	211	32	134	160	139	74	77	150	172	63	70	204	120	203	43	76	192
49	165	94	65	32	211	66	196	98	198	68	50	157	200	138	183	42	33	20	81	62
22	90	188	153	134	66	211	116	186	72	173	20	168	146	207	20	28	126	23	167	56
148	45	46	20	160	196	116	211	132	29	95	21	82	195	36	58	91	20	130	31	129
147	20	44	181	139	98	186	132	211	171	88	137	187	106	100	104	151	122	101	163	64
20	55	60	20	74	198	72	29	171	211	24	131	156	103	136	61	26	180	99	111	87
210	164	20	169	77	68	173	95	88	24	211	109	119	67	121	189	30	47	158	85	190
114	205	133	69	150	50	20	21	137	131	109	211	202	142	143	176	20	117	20	20	209
141	118	135	112	172	157	168	82	187	156	119	202	211	124	110	154	177	79	40	125	20
174	84	20	96	63	200	146	195	106	103	67	142	124	211	155	144	123	59	53	89	170
113	51	86	97	70	138	207	36	100	136	121	143	110	155	211	105	38	20	159	152	199
75	92	191	201	204	183	20	58	104	61	189	176	154	144	105	211	39	83	145	27	208
78	34	80	166	120	42	28	91	151	26	30	20	177	123	38	39	211	127	25	128	182
35	185	197	73	203	33	126	20	122	180	47	117	79	59	20	83	127	211	102	48	20
54	162	107	20	43	20	23	130	101	99	158	20	40	53	159	145	25	102	211	52	149
178	20	20	161	76	81	167	31	163	111	85	20	125	89	152	27	128	48	52	211	175
108	194	41	93	192	62	56	129	64	87	190	209	20	170	199	208	182	20	149	175	211
