1276	86	481	1026	539	73	686	50	791	471	106	50	929	801	396	1126	442	58	994	167	664	1045	403	214	1073	267	749	591	367	1080	352	181	431	1237	958	1193	651	423	947	1154	576	434	1264	780	218	570	274	707	652	157	168
86	1276	503	61	372	969	548	107	277	446	828	71	729	205	757	98	404	670	1165	241	1123	1239	439	1251	573	1100	708	998	1025	991	388	1110	1082	1016	938	345	578	103	919	1063	1095	148	409	413	689	217	286	227	50	608	527
481	503	1276	839	981	468	955	494	916	514	711	83	1186	959	50	438	698	767	681	733	1184	386	257	709	1078	982	282	1075	1032	78	1167	1129	399	605	561	1064	692	575	354	158	1002	1268	427	922	716	827	60	558	204	1113	788
1026	61	839	1276	978	536	387	676	1076	710	452	1217	470	450	432	276	976	898	343	744	101	1270	627	203	594	243	94	790	1091	779	645	479	678	50	490	960	785	1059	529	1037	858	50	50	347	902	1175	187	1199	1267	69	1003
539	372	981	978	1276	50	519	917	680	671	730	1039	521	410	762	970	474	724	886	928	1223	787	518	1220	673	349	159	164	1174	329	133	440	223	1104	550	382	571	531	234	433	402	1050	837	185	1173	778	1041	180	67	1127	1130
73	969	468	536	50	1276	50	105	895	1252	1255	250	213	957	1043	422	952	378	140	1243	50	1153	462	480	661	759	360	1179	549	511	231	192	311	1086	654	700	335	810	705	911	847	1240	384	336	1031	748	1201	1011	912	1035	1146
686	548	955	387	519	50	1276	894	315	525	265	288	114	1004	582	323	222	245	115	1194	332	258	171	137	892	742	1074	1197	823	174	330	50	201	629	1085	609	484	82	909	79	725	50	648	254	92	577	429	1198	1232	638	963
50	107	494	676	917	105	894	1276	138	188	186	937	901	941	962	154	913	665	356	721	613	1005	545	1273	305	426	350	1168	342	358	50	1116	1206	663	50	306	52	1182	1038	416	436	390	212	1001	50	93	741	299	445	956	425
791	277	916	1076	680	895	315	138	1276	443	301	865	532	770	927	278	312	142	1166	293	983	752	746	769	572	1164	340	817	758	1263	1027	220	143	593	921	199	50	992	658	104	815	628	562	1124	877	966	1189	289	53	50	182
471	446	514	710	671	1252	525	188	443	1276	948	66	308	210	775	50	606	623	557	207	407	1139	1272	124	1057	269	1061	166	1121	152	559	812	1019	859	391	1157	371	866	834	538	424	270	727	261	50	125	918	1117	524	719	971
106	828	711	452	730	1255	265	186	301	948	1276	945	96	406	290	818	964	784	1083	120	97	208	1147	132	320	492	368	537	1101	1024	1227	1081	121	765	1148	314	50	211	1208	1013	567	272	1033	595	1209	736	805	890	467	304	88
50	71	83	1217	1039	250	288	937	865	66	945	1276	414	369	1261	317	515	951	144	939	1090	151	610	1140	935	977	202	59	1021	1230	1008	745	1044	1094	585	50	401	1259	1247	508	687	255	1171	1256	734	973	215	1221	1107	89	1071
929	729	1186	470	521	213	114	901	532	308	96	414	1276	1040	1152	394	1120	389	616	728	526	99	1250	229	1200	1096	95	735	870	513	631	1014	284	546	100	408	109	85	321	1030	478	145	50	743	722	116	831	1020	375	849	842
801	205	959	450	410	957	1004	941	770	210	406	369	1040	1276	296	412	566	679	483	639	883	411	50	428	189	1136	291	602	1170	924	77	1125	50	682	1234	1077	642	569	160	1178	756	1144	773	1135	884	852	444	891	57	1034	551
396	757	50	432	762	1043	582	962	927	775	290	1261	1152	296	1276	126	946	590	777	176	1133	659	587	486	1274	50	1245	361	996	476	1143	771	173	772	303	417	899	596	225	863	281	822	580	1048	1257	632	1236	932	1151	872	833
1126	98	438	276	970	422	323	154	278	50	818	317	394	412	126	1276	262	516	466	50	247	999	786	307	1053	51	829	774	985	840	191	1229	547	510	454	80	619	1134	1122	196	339	1258	1159	553	967	253	271	677	364	292	1068
442	404	698	976	474	952	222	913	312	606	964	515	1120	566	946	262	1276	1219	400	879	54	739	755	695	373	50	683	718	846	1149	65	238	280	1244	1062	732	112	750	1183	867	1210	876	1066	156	764	1084	647	405	851	237	942
58	670	767	898	724	378	245	665	142	623	784	951	389	679	590	516	1219	1276	117	497	175	249	501	259	475	1260	63	873	643	614	712	76	455	355	324	940	473	81	1054	230	200	793	1017	1254	944	190	731	517	50	1241	713
994	1165	681	343	886	140	115	356	1166	557	1083	144	616	483	777	466	400	117	1276	825	702	487	552	783	50	832	1056	128	179	1087	1204	1138	418	353	465	626	348	1137	1118	313	268	381	637	1060	224	374	704	1187	135	415	1158
167	241	733	744	928	1243	1194	721	293	207	120	939	728	639	176	50	879	497	825	1276	236	672	715	1106	244	796	449	826	655	674	505	798	925	1269	1271	1067	1266	363	816	1097	988	1275	1102	493	534	248	111	696	178	216	499
664	1123	1184	101	1223	50	332	613	983	407	97	1090	526	883	1133	247	54	175	702	236	1276	714	893	1099	50	509	50	359	900	294	325	868	183	906	351	84	256	333	464	74	574	523	965	930	456	485	520	885	239	110	1242
1045	1239	386	1270	787	1153	258	1005	752	1139	208	151	99	411	659	999	739	249	487	672	714	1276	149	703	68	127	1180	437	1216	1009	300	155	560	835	950	697	841	684	1177	766	914	163	50	235	563	1222	1036	1015	447	331	1235
403	439	257	627	518	462	171	545	746	1272	1147	610	1250	50	587	786	755	501	552	715	893	149	1276	1042	119	1069	1046	889	327	802	1163	556	633	50	122	903	62	430	131	625	1047	984	344	568	496	1195	50	943	420	1212	365
214	1251	709	203	1220	480	137	1273	769	124	132	1140	229	428	486	307	695	259	783	1106	1099	703	1042	1276	522	50	857	607	862	1226	50	997	397	675	1111	1176	50	197	814	904	751	618	469	72	1058	804	383	586	50	768	1128
1073	573	1078	594	673	661	892	305	572	1057	320	935	1200	189	1274	1053	373	475	50	244	50	68	119	522	1276	392	346	843	264	498	979	753	603	864	491	123	334	165	463	309	283	761	989	50	295	228	461	666	881	1049	1098
267	1100	982	243	349	759	742	426	1164	269	492	977	1096	1136	50	51	50	1260	832	796	509	127	1069	50	392	1276	1029	588	869	737	819	995	113	824	888	460	535	1191	541	1161	136	91	1022	1211	776	279	923	624	1233	1155	641
749	708	282	94	159	360	1074	350	340	1061	368	202	95	291	1245	829	683	63	1056	449	50	1180	1046	857	346	1029	1276	1115	975	993	195	194	853	209	489	555	1160	1196	699	507	836	298	458	907	1052	310	987	50	421	1010	87
591	998	1075	790	164	1179	1197	1168	817	166	537	59	735	602	361	774	718	873	128	826	359	437	889	607	843	588	1115	1276	691	198	118	662	933	370	50	90	611	488	1218	986	634	855	968	781	905	803	1051	813	1207	844	747
367	1025	1032	1091	1174	549	823	342	758	1121	1101	1021	870	1170	996	985	846	643	179	655	900	1216	327	862	264	869	975	691	1276	1006	50	584	612	251	285	1112	871	617	809	693	706	597	920	1105	232	528	1265	649	820	915	961
1080	991	78	779	329	511	174	358	1263	152	1024	1230	513	924	476	840	1149	614	1087	674	294	1009	802	1226	498	737	993	198	1006	1276	275	1205	701	874	55	134	880	50	887	139	50	161	457	146	875	660	56	1249	1131	1162	302
352	388	1167	645	133	231	330	50	1027	559	1227	1008	631	77	1143	191	65	712	1204	505	325	300	1163	50	979	819	195	118	50	275	1276	807	226	379	266	533	263	1142	319	1185	636	1188	688	338	592	287	357	322	75	564	246
181	1110	1129	479	440	192	50	1116	220	812	1081	745	1014	1125	771	1229	238	76	1138	798	868	155	556	997	753	995	194	662	584	1205	807	1276	240	376	640	583	838	656	848	506	141	1253	717	685	50	50	1225	882	1028	70	542
431	1082	399	678	223	311	201	1206	143	1019	121	1044	284	50	173	547	280	455	418	925	183	560	633	397	603	113	853	933	612	701	226	240	1276	362	1088	1079	723	990	395	50	477	453	934	845	1169	896	740	130	657	615	129
1237	1016	605	50	1104	1086	629	663	593	859	765	1094	546	682	772	510	1244	355	353	1269	906	835	50	675	864	824	209	370	251	874	379	376	362	1276	150	861	1055	953	1114	318	878	273	738	754	543	1072	366	972	601	177	341
958	938	561	490	550	654	1085	50	921	391	1148	585	100	1234	303	454	1062	324	465	1271	351	950	122	1111	491	888	489	50	285	55	266	640	1088	150	1276	169	1228	897	668	451	653	1150	926	1238	854	1018	1065	763	495	565	931
1193	345	1064	960	382	700	609	306	199	1157	314	50	408	1077	417	80	732	940	626	1067	84	697	903	1176	123	460	555	90	1112	134	533	583	1079	861	169	1276	760	377	622	1203	316	441	385	1248	795	540	667	233	102	1007	1246
