821	491	135	212	133	424	351	58	115	748	319	431	721	83	71	495	139	40	151	328	772	555	598	717	40	688	292	327	239	727	150	659	724	584	497	629	203	582	683	795	566
491	821	360	436	346	222	414	307	40	786	585	388	168	413	608	372	240	247	809	627	40	443	325	698	702	606	158	669	499	427	208	689	116	676	378	470	170	484	616	685	668
135	360	821	40	577	801	726	667	166	549	671	455	812	259	438	471	433	428	755	810	652	234	329	76	290	357	401	610	193	272	452	60	486	511	248	458	505	40	420	47	389
212	436	40	821	731	219	450	477	254	776	756	704	138	370	531	515	113	782	466	157	660	534	767	423	589	583	711	342	171	790	693	467	216	723	483	417	276	472	609	563	142
133	346	577	731	821	740	190	88	141	774	257	766	504	51	768	434	493	432	70	112	546	791	445	526	40	318	210	710	548	631	321	118	40	705	518	666	684	301	422	137	299
424	222	801	219	740	821	777	545	620	623	373	40	535	815	552	237	367	109	74	404	126	252	353	282	334	298	291	785	364	402	374	479	91	86	268	349	277	197	525	647	796
351	414	726	450	190	777	821	736	523	784	759	571	46	737	224	543	581	561	760	53	568	524	108	48	43	200	463	204	246	599	40	302	40	619	603	280	435	814	256	626	655
58	307	667	477	88	545	736	821	314	635	376	741	52	621	278	672	124	553	366	439	558	562	510	266	640	309	320	40	274	295	102	338	172	199	214	114	805	243	734	101	551
115	40	166	254	141	620	523	314	821	591	473	544	304	300	306	136	229	390	409	310	191	611	352	221	335	121	218	506	643	512	392	567	742	244	792	771	527	453	498	779	593
748	786	549	776	774	623	784	635	591	821	648	119	637	75	677	175	384	255	612	207	73	550	569	465	487	226	601	163	745	750	227	468	288	699	516	80	40	242	542	96	79
319	585	671	756	257	373	759	376	473	648	821	613	819	665	189	459	532	365	496	270	125	744	192	236	262	687	225	368	802	773	105	107	489	729	661	403	40	457	714	447	228
431	388	455	704	766	40	571	741	544	119	613	821	743	520	98	415	181	449	735	40	40	233	656	144	209	164	674	177	395	533	123	787	639	454	696	63	340	564	416	411	446
721	168	812	138	504	535	46	52	304	637	819	743	821	522	651	706	430	808	195	261	130	529	117	42	752	285	176	586	40	673	95	547	708	421	40	317	350	104	806	816	728
83	413	259	370	51	815	737	621	300	75	665	520	522	821	156	393	695	783	49	448	818	293	211	738	437	556	311	758	162	675	99	40	713	213	271	426	187	341	40	45	793
71	608	438	531	768	552	224	278	306	677	189	98	651	156	821	250	407	93	331	40	451	40	813	81	475	502	398	330	153	657	572	185	820	355	286	732	749	132	269	751	492
495	372	471	515	434	237	543	672	136	175	459	415	706	393	250	821	754	223	642	733	40	753	273	44	263	265	245	604	769	134	382	40	230	258	40	315	800	127	762	507	362
139	240	433	113	493	367	581	124	229	384	532	181	430	695	407	754	821	312	333	386	692	336	594	480	251	148	517	624	147	40	488	763	485	419	380	343	690	716	686	89	67
40	247	428	782	432	109	561	553	390	255	365	449	808	783	93	223	312	821	220	701	775	697	649	40	131	587	574	602	178	575	798	337	397	159	40	111	68	476	662	235	399
151	809	755	466	70	74	760	366	409	612	496	735	195	49	331	642	333	220	821	528	281	570	361	617	680	40	592	65	249	155	62	253	573	287	799	363	807	538	92	40	66
328	627	810	157	112	404	53	439	310	207	270	40	261	448	40	733	386	701	528	821	761	720	540	503	530	152	358	739	145	238	332	804	354	565	537	323	501	469	202	279	169
772	40	652	660	546	126	568	558	191	73	125	40	130	818	451	40	692	775	281	761	821	356	129	61	670	106	206	149	557	369	797	405	539	509	478	303	94	719	681	410	456
555	443	234	534	791	252	524	562	611	550	744	233	529	293	40	753	336	697	570	720	356	821	78	625	260	536	182	803	580	464	294	765	634	521	663	700	120	554	628	371	678
598	325	329	767	445	353	108	510	352	569	192	656	117	211	813	273	594	649	361	540	129	78	821	618	289	718	778	40	143	607	347	387	40	746	730	576	764	747	264	482	385
717	698	76	423	526	282	48	266	221	465	236	144	42	738	81	44	480	40	617	503	61	625	618	821	64	596	40	664	87	188	396	682	653	344	379	345	641	391	103	622	725
40	702	290	589	40	334	43	640	335	487	262	209	752	437	475	263	251	131	680	530	670	260	289	64	821	519	789	425	50	645	650	308	283	40	154	198	205	40	508	418	100
688	606	357	583	318	298	200	309	121	226	687	164	285	556	502	265	148	587	40	152	106	536	718	596	519	821	715	658	636	541	297	442	40	215	59	284	167	694	146	97	770
292	158	401	711	210	291	463	320	218	601	225	674	176	311	398	245	517	574	592	358	206	182	778	40	789	715	821	781	412	590	757	646	82	122	160	644	90	406	514	241	348
327	669	610	342	710	785	204	40	506	163	368	177	586	758	330	604	624	602	65	739	149	803	40	664	425	658	781	821	184	316	560	161	194	296	179	400	794	490	429	326	588
239	499	193	171	548	364	246	274	643	745	802	395	40	162	153	769	147	178	249	145	557	580	143	87	50	636	412	184	821	460	707	54	110	217	614	441	444	183	377	633	632
727	427	272	790	631	402	599	295	512	750	773	533	673	675	657	134	40	575	155	238	369	464	607	188	645	541	590	316	460	821	394	654	579	383	40	712	638	165	173	313	630
150	208	452	693	321	374	40	102	392	227	105	123	95	99	572	382	488	798	62	332	797	294	347	396	650	297	757	560	707	394	821	595	41	474	69	722	440	780	375	615	513
659	689	60	467	118	479	302	338	567	468	107	787	547	40	185	40	763	337	253	804	405	765	387	682	308	442	646	161	54	654	595	821	605	128	381	597	77	55	500	231	324
