12	74	80
73	66	69
52	56	20
34	17	19
62	13	23
39	76	8
70	44	65
92	89	2
51	40	82
51	4	63
55	32	90
33	19	46
89	26	66
79	80	61
3	41	63
50	45	15
37	64	57
55	91	33
72	31	12
97	87	10
5	67	0
92	30	20
16	27	7
67	3	28
30	34	64
31	93	35
28	93	7
91	98	58
68	12	25
91	67	28
48	20	60
21	87	20
83	28	13
70	47	10
9	0	99
24	20	16
21	13	28
31	39	85
45	41	94
25	94	41
52	51	90
55	79	93
97	50	32
85	59	47
73	0	58
58	85	32
16	70	15
71	69	3
30	91	12
4	80	16
49	69	62
18	0	39
22	22	93
66	12	49
42	35	69
17	46	78
23	3	57
92	55	36
73	11	48
89	39	75
78	82	17
45	90	18
48	98	8
18	2	51
98	81	43
24	11	44
7	4	0
59	74	13
29	98	79
81	8	41
18	39	92
0	15	97
2	25	27
83	4	43
9	55	81
53	68	91
98	94	78
7	56	83
0	93	48
55	30	30
59	8	74
