64	16	38
96	10	87
88	42	80
63	94	13
73	30	96
26	69	30
40	92	63
91	61	60
0	36	44
55	10	95
34	19	57
46	95	64
79	87	44
74	73	37
43	57	62
41	95	41
99	96	11
39	42	64
11	43	24
66	23	98
46	56	25
87	32	59
18	65	22
17	10	22
32	65	30
24	31	59
1	6	25
38	83	56
92	20	36
97	87	32
8	24	8
50	32	92
9	32	87
85	34	60
33	33	98
70	88	6
49	19	31
75	2	78
72	98	23
85	18	90
2	12	84
91	18	41
5	4	32
99	39	7
44	22	81
85	40	84
20	25	74
51	48	69
24	24	41
73	45	56
80	66	32
68	55	93
62	37	36
75	4	74
97	31	5
21	91	53
30	55	37
98	1	3
55	76	73
68	32	27
63	45	59
82	42	20
47	15	85
0	59	81
85	74	92
57	19	58
61	4	23
79	70	70
64	19	73
54	64	90
63	54	46
72	100	79
43	88	78
60	83	90
95	40	59
52	30	42
15	46	28
73	66	73
95	28	29
45	75	90
71	27	52
67	56	30
99	35	80
19	7	21
31	99	84
76	80	42
28	60	69
77	92	74
61	76	48
64	18	53
3	70	54
77	85	55
79	7	23
72	75	48
94	56	91
52	3	19
71	92	67
42	88	92
79	10	41
74	40	4
50	52	4
90	62	2
78	70	23
46	31	96
55	28	34
60	4	36
69	23	38
59	88	38
33	51	70
79	37	1
96	99	98
