84	8	75
20	47	17
13	36	36
87	92	66
36	54	100
49	48	99
61	29	61
72	7	49
10	22	20
21	66	22
88	2	82
47	18	56
61	38	22
53	39	26
64	72	84
83	44	46
10	28	17
10	51	52
100	13	28
32	0	58
12	80	48
3	0	86
49	90	30
65	24	14
58	41	58
0	38	77
76	83	99
100	53	66
38	40	23
3	88	36
84	77	53
74	86	5
92	67	11
27	85	81
66	77	79
100	29	28
2	18	15
51	1	35
58	31	30
11	21	39
67	97	70
42	41	3
94	55	88
56	70	44
24	25	88
50	6	47
70	11	3
33	86	1
32	78	86
84	37	50
65	67	51
60	12	60
15	28	86
66	62	92
58	85	94
18	56	81
31	53	95
8	75	33
1	5	31
67	52	83
86	34	13
35	82	61
90	45	84
97	82	11
69	57	31
76	13	91
98	95	49
54	9	34
32	49	94
84	89	41
16	97	21
18	8	41
29	41	78
82	78	82
35	95	62
23	55	49
91	30	88
50	78	40
98	18	58
44	38	100
100	26	13
24	27	78
14	16	95
32	59	11
58	34	24
72	15	63
71	40	66
67	12	90
81	35	54
6	95	99
59	14	45
21	15	18
1	99	59
20	75	30
68	5	61
97	48	41
13	77	35
64	42	2
68	79	44
32	38	40
3	64	75
24	89	81
96	43	85
72	8	40
15	61	80
8	10	98
27	10	40
37	88	8
71	72	100
12	8	75
42	12	76
41	2	4
98	5	72
83	66	33
41	11	20
85	90	97
16	15	44
67	43	49
13	34	75
38	30	11
39	63	83
