66	55	75
14	32	48
33	54	32
83	2	58
94	31	9
36	83	70
93	30	78
15	4	32
47	75	68
49	29	41
18	96	96
87	81	80
28	96	64
74	3	89
49	26	31
95	4	86
19	2	40
11	88	28
94	9	9
46	28	45
26	3	72
52	88	61
80	49	51
26	37	42
34	49	22
87	46	41
82	44	73
65	19	43
25	26	35
13	85	24
22	93	96
59	62	69
80	16	89
21	75	47
59	22	6
52	12	3
65	88	2
58	77	28
47	36	100
75	11	5
81	59	74
10	0	51
90	53	87
77	12	48
74	11	100
2	50	30
75	77	87
80	56	73
90	81	77
12	17	57
68	26	74
29	93	5
34	92	47
81	29	30
40	69	18
57	4	35
86	82	58
87	2	28
38	100	25
97	70	52
75	3	97
90	15	60
45	34	74
7	18	49
56	96	13
56	13	61
60	68	90
32	0	19
47	91	28
56	98	1
14	54	87
61	41	81
42	42	46
39	56	3
82	7	89
77	1	70
92	25	21
94	39	68
49	98	73
19	98	21
84	67	100
29	7	74
49	86	12
60	5	59
80	95	77
58	43	38
47	93	82
41	25	20
55	98	51
98	2	62
47	33	21
2	64	91
66	46	89
45	74	87
31	99	21
5	10	51
46	33	15
20	91	84
98	33	71
36	85	65
96	63	93
38	20	2
29	3	11
50	29	19
45	2	42
32	44	97
15	46	1
19	88	47
81	61	8
50	7	62
35	12	64
16	50	18
33	14	82
75	13	57
43	14	40
48	76	60
52	66	4
82	21	40
27	13	92
43	35	79
99	22	62
