49	12	96
87	5	49
4	76	47
49	26	28
56	54	62
71	35	40
27	92	1
62	42	19
18	65	46
6	88	75
69	93	28
43	70	10
38	60	9
61	16	42
81	63	29
56	98	74
41	92	85
83	97	57
32	17	89
76	94	25
7	32	33
94	73	8
90	0	33
78	36	61
98	80	37
17	42	66
39	85	45
94	98	48
9	98	99
15	65	53
25	100	64
64	76	74
99	43	37
94	19	59
38	69	30
74	17	65
67	13	74
80	24	70
81	71	37
41	95	97
93	52	23
23	52	28
34	64	19
22	51	19
22	42	65
69	50	13
68	6	27
58	75	55
3	89	17
73	25	9
2	49	31
85	54	17
11	31	20
35	70	70
63	71	54
80	65	26
73	22	40
24	1	13
66	95	10
20	60	79
1	94	13
