13	91	11
36	89	85
59	26	86
57	50	64
57	72	86
96	70	70
13	26	87
49	27	67
82	100	62
6	61	48
55	87	74
47	5	80
81	57	46
17	89	22
44	39	72
47	61	39
74	24	90
57	35	23
41	1	79
62	48	26
80	77	49
77	55	48
67	27	68
73	64	19
88	13	59
0	96	14
19	98	45
97	73	60
30	25	10
23	25	99
58	87	76
74	26	100
41	92	88
8	9	77
20	23	15
56	24	54
68	9	65
16	31	92
48	68	7
39	40	83
25	89	49
65	74	0
13	92	31
73	81	99
63	56	89
19	27	92
57	8	71
70	43	68
97	2	21
67	75	72
59	80	41
57	50	86
17	14	8
74	33	5
35	92	57
51	61	5
62	22	34
67	12	72
47	94	94
13	25	39
43	52	66
