61	58	36
24	43	32
77	49	86
16	99	30
7	52	82
22	69	24
53	58	52
48	95	29
24	44	0
38	73	41
79	45	67
41	44	99
83	46	34
93	60	82
29	77	62
34	27	58
11	1	16
96	97	73
86	75	6
26	48	9
19	42	42
41	39	27
9	22	42
16	21	48
30	29	54
8	62	59
57	57	34
88	91	3
96	29	31
89	49	20
75	59	56
37	74	82
0	7	80
74	95	46
43	9	70
97	86	6
22	5	100
25	31	45
48	13	54
54	72	60
44	80	3
93	77	92
11	10	71
16	26	25
51	20	14
57	87	41
92	59	82
98	57	13
73	65	60
95	11	81
49	48	31
94	91	66
53	71	87
70	84	31
33	40	1
80	85	84
28	37	82
14	53	13
27	79	54
16	27	63
73	60	47
76	80	11
81	49	9
72	54	90
81	9	3
84	78	38
41	78	31
62	31	16
33	22	97
57	96	14
26	32	23
36	85	19
91	13	2
20	50	90
57	79	41
24	11	84
24	38	96
92	57	69
33	62	68
55	49	30
45	45	18
65	27	68
52	19	95
15	20	4
92	11	82
41	75	36
63	92	72
100	52	96
87	87	59
78	92	18
85	51	21
50	13	70
33	11	46
87	35	53
28	7	95
7	83	88
100	29	71
99	82	45
15	58	49
64	58	28
1	28	6
10	74	97
25	34	58
87	92	97
71	80	93
61	89	65
3	84	85
69	94	49
75	22	50
49	64	73
62	50	99
