15	32	22
37	45	44
70	47	98
14	47	71
2	86	39
40	59	48
53	78	42
26	24	3
73	61	79
12	86	24
67	35	66
35	87	82
57	30	10
74	40	44
40	41	8
78	84	21
74	87	48
97	23	99
80	31	63
65	34	54
54	55	4
23	82	55
49	99	55
31	49	43
33	98	33
33	88	100
64	0	55
77	71	48
4	96	100
58	45	67
41	33	25
30	17	51
8	82	6
61	74	9
0	16	20
68	71	54
22	18	51
29	23	98
70	100	5
68	68	83
63	56	95
89	99	50
89	27	98
95	9	8
4	79	33
97	93	81
6	75	53
50	58	30
35	43	48
18	11	60
44	59	17
95	20	80
77	36	33
14	9	23
78	65	26
48	76	36
98	83	41
10	51	67
12	82	24
23	22	99
76	72	0
46	46	99
13	71	40
77	42	82
74	100	58
42	51	51
50	92	37
10	29	46
64	93	45
95	60	45
99	5	30
33	3	59
27	74	2
69	45	64
77	32	68
92	29	98
3	85	94
2	33	92
92	33	96
74	69	47
21	23	81
78	47	18
95	82	48
39	23	76
23	36	68
77	88	32
7	81	67
45	13	26
30	24	89
37	53	56
26	4	56
