93	44	5
78	57	42
57	91	18
10	93	46
52	68	9
32	7	100
98	15	68
93	68	32
69	87	86
94	89	26
31	31	7
68	96	3
80	75	14
92	25	77
93	39	2
47	62	65
83	24	81
49	17	86
7	63	39
36	16	21
34	13	41
77	2	89
94	72	75
28	58	65
18	98	47
13	72	45
6	66	73
21	56	92
83	60	90
79	52	19
27	66	90
74	75	72
81	96	0
65	46	27
77	73	22
90	0	40
62	80	54
1	38	53
13	85	1
70	5	11
86	87	34
8	14	53
56	76	97
13	98	82
39	50	83
24	93	81
32	80	41
49	30	99
41	46	32
21	37	8
69	42	34
86	34	62
2	78	24
13	64	58
57	62	76
87	35	36
74	69	57
14	9	92
74	36	56
55	95	3
36	81	4
71	25	96
69	27	59
29	82	1
8	58	88
29	7	59
23	28	78
36	86	51
14	96	50
58	46	24
9	76	52
78	97	30
66	2	19
56	83	100
85	32	100
81	0	39
37	6	31
97	12	4
46	90	44
76	98	60
88	87	99
13	5	21
12	53	55
79	46	57
100	53	68
18	94	26
74	68	18
0	25	60
15	30	60
36	59	76
35	52	52
55	66	68
47	37	93
34	32	63
61	20	7
82	59	39
53	43	94
89	27	17
81	58	20
82	98	75
62	15	7
3	77	79
10	24	95
94	74	98
42	61	11
78	37	35
77	67	28
79	9	69
9	77	56
11	19	85
28	81	100
59	37	55
73	82	89
9	3	13
96	29	10
11	81	70
60	79	55
49	77	13
88	44	57
85	56	1
68	78	16
