54	92	74
57	34	74
39	53	14
35	88	3
50	63	14
73	90	95
43	61	91
93	4	5
99	60	49
23	11	17
88	89	6
40	58	44
72	49	35
45	71	48
53	14	63
23	68	76
39	53	89
85	96	59
37	90	82
84	83	72
52	82	68
46	58	32
46	34	15
2	98	78
77	48	20
21	92	13
9	38	92
43	28	8
95	5	84
73	6	53
86	67	83
55	44	84
18	49	43
2	89	1
81	66	49
64	87	9
13	5	49
70	80	9
45	4	17
42	82	43
100	53	75
71	7	92
25	89	71
58	88	38
50	16	6
64	0	6
17	10	28
56	73	85
26	87	60
53	29	50
24	33	9
83	10	60
1	65	99
4	51	68
11	95	83
90	44	60
46	77	4
9	37	46
65	46	55
98	46	62
18	10	28
57	46	0
12	42	43
69	97	35
0	66	71
71	9	15
90	20	81
63	53	57
67	86	14
49	82	58
22	19	86
81	95	18
73	42	49
87	95	17
43	40	32
35	24	27
84	90	99
6	89	63
74	11	72
81	62	80
98	66	71
81	13	40
79	99	32
38	98	31
15	40	74
45	33	60
64	75	83
69	42	30
87	76	46
13	38	37
37	33	71
25	38	99
9	59	77
76	42	71
2	86	52
88	61	32
21	14	14
61	45	38
86	51	66
95	24	13
62	7	73
