7	97	81
40	47	94
57	22	25
75	53	75
57	36	46
67	66	86
70	4	76
75	12	49
58	19	76
9	26	94
71	89	31
91	2	24
18	87	78
48	70	85
67	61	64
60	67	59
77	63	37
98	74	74
40	39	47
73	45	31
22	80	97
23	96	99
82	32	47
22	0	87
70	48	13
71	72	27
68	69	17
16	19	60
19	51	60
7	63	41
5	36	79
37	58	21
88	28	54
62	87	11
2	11	23
22	78	24
17	8	95
5	50	23
2	45	11
51	5	30
1	77	75
18	82	63
38	77	74
77	23	50
77	59	41
29	70	86
33	38	2
47	26	61
37	72	82
74	92	76
35	51	37
0	29	31
80	20	15
74	9	28
48	3	98
58	37	19
27	60	96
50	26	41
40	41	77
52	18	74
94	96	67
40	53	13
41	70	69
91	99	31
30	44	28
82	43	92
19	37	10
53	4	84
72	83	62
42	38	61
11	59	19
69	54	7
14	1	36
88	3	83
87	20	32
94	28	10
89	31	70
48	29	10
77	88	95
58	57	76
20	91	5
9	55	3
25	55	55
57	77	87
51	100	60
43	17	15
51	94	33
7	9	39
11	82	30
98	86	65
79	34	97
12	77	80
100	23	22
74	40	91
21	12	95
47	44	60
43	34	1
24	100	5
100	44	91
5	26	44
32	29	28
55	81	58
25	91	6
22	44	95
77	65	71
2	46	17
49	12	14
66	22	44
33	14	48
43	41	85
67	46	5
61	43	44
15	69	40
72	35	17
27	79	30
36	77	90
97	84	36
96	56	43
12	78	72
88	12	24
79	9	43
