19	18	37
100	34	55
6	94	56
84	70	53
9	30	92
53	50	38
75	28	81
24	21	41
46	13	24
74	22	21
81	17	40
83	69	86
34	27	15
51	43	58
66	15	23
15	46	63
50	31	53
79	49	45
43	95	37
61	7	17
90	41	64
55	78	23
100	93	62
15	63	82
48	81	75
45	50	83
44	80	84
52	49	67
68	84	41
11	26	91
49	49	73
46	8	58
79	78	88
67	3	96
90	50	12
6	84	64
15	67	87
18	10	28
8	65	14
53	12	27
38	40	32
12	76	37
59	46	24
16	46	52
60	21	88
30	0	27
17	0	76
0	40	30
21	54	23
22	10	98
38	57	7
9	24	28
84	63	27
5	35	57
6	36	28
79	72	80
10	84	30
4	6	14
19	64	99
40	80	35
61	2	30
98	59	61
17	27	63
10	71	7
17	39	25
52	91	48
42	36	43
66	77	33
82	57	89
54	14	51
39	15	60
8	74	8
75	84	8
2	6	65
9	93	55
58	17	82
72	35	23
67	17	30
36	7	62
55	20	55
85	79	72
94	10	18
56	71	22
33	27	8
8	3	21
14	36	19
20	44	12
87	84	50
88	72	32
70	50	5
11	2	44
86	87	58
57	96	42
19	91	94
38	53	75
52	3	95
90	32	74
71	76	53
42	87	55
45	73	67
40	96	50
