26	99	72
21	39	16
84	52	67
38	6	69
40	44	4
83	27	65
71	82	12
41	33	10
27	1	70
88	82	6
20	92	0
38	88	38
82	56	35
32	22	18
5	44	29
13	22	70
64	64	94
7	40	28
16	18	24
61	80	38
38	31	98
36	78	17
95	92	20
85	53	22
17	86	4
6	55	90
100	58	9
94	31	31
29	22	81
75	96	74
57	3	100
97	34	72
8	6	57
80	20	96
56	34	57
2	72	53
72	9	29
87	24	57
90	29	27
2	23	55
58	1	60
49	77	16
42	80	37
85	92	35
11	47	60
67	66	54
28	55	71
61	40	79
64	13	56
79	79	52
67	46	20
39	60	33
77	12	59
0	100	36
69	82	76
40	69	33
8	62	81
50	60	3
12	53	69
76	92	87
35	47	46
93	95	40
63	67	60
79	80	20
7	33	47
62	27	62
39	51	64
43	33	11
60	61	48
98	81	53
81	76	74
