27	67	8
68	51	45
46	82	63
78	15	23
87	56	24
61	99	91
50	75	59
66	64	71
14	11	13
82	77	32
53	56	64
81	58	20
65	86	19
23	44	65
57	9	25
95	46	71
73	82	63
37	40	34
77	52	48
32	98	60
52	38	7
13	90	14
22	15	19
53	8	56
75	61	52
3	81	80
36	90	28
76	0	88
97	96	100
52	26	99
60	75	58
8	45	38
77	84	7
81	14	10
1	69	47
48	59	52
23	48	8
35	69	29
0	3	3
85	40	55
69	70	18
95	0	19
21	43	38
57	1	1
79	89	53
29	1	29
11	80	83
88	69	71
68	36	75
16	2	70
42	70	21
81	37	53
5	1	65
36	58	12
92	49	26
17	99	54
17	99	41
2	96	77
63	84	96
13	89	7
69	22	6
11	44	56
97	5	12
30	23	46
13	12	3
53	35	61
75	39	37
78	45	0
10	3	64
85	58	11
63	13	52
28	14	48
6	74	49
26	39	90
23	84	12
20	80	97
87	4	1
94	60	68
8	97	9
56	81	28
72	69	24
