22	73	24
63	58	26
82	43	98
47	21	46
90	65	51
25	61	71
82	48	0
80	49	23
92	39	73
46	61	65
78	60	53
73	68	16
4	92	97
7	68	76
31	77	47
71	60	46
68	91	79
51	84	93
74	37	5
8	13	2
54	99	62
23	84	41
83	7	19
47	41	48
28	40	11
64	31	94
73	91	91
22	36	49
64	16	74
65	94	2
69	81	87
74	3	56
3	56	11
4	46	55
6	71	22
4	60	73
30	72	57
55	9	46
85	30	94
4	37	2
53	87	43
98	0	67
36	22	100
75	25	46
88	42	73
3	65	20
32	41	53
90	73	13
9	52	25
74	3	93
74	76	13
20	67	23
41	30	50
11	45	6
43	79	82
68	17	88
39	50	91
95	62	69
76	89	4
99	8	10
98	37	60
29	42	0
38	60	6
9	56	87
8	8	95
47	77	20
41	41	5
35	97	43
33	77	48
56	39	60
43	86	10
73	36	91
88	17	92
7	32	70
75	66	44
15	87	23
89	26	25
67	45	2
42	51	8
66	22	18
87	20	20
14	84	78
7	5	57
24	52	70
35	99	64
76	98	93
63	60	35
1	50	63
83	38	18
33	94	2
98	80	21
90	0	98
95	75	27
83	80	1
94	44	62
46	93	11
16	60	58
97	15	76
53	56	52
46	0	57
75	73	55
79	94	11
23	41	37
29	16	59
75	21	28
88	83	23
51	43	71
94	62	52
67	17	17
25	22	66
96	17	32
89	61	99
55	61	53
57	97	98
66	15	67
44	86	4
31	23	17
6	61	93
68	7	72
21	40	82
34	66	5
