65	63	81
3	16	54
42	16	61
75	84	7
94	62	98
1	2	55
14	29	49
82	43	77
0	45	34
90	80	3
18	35	42
65	78	48
92	94	12
75	90	70
67	100	67
54	57	35
74	55	84
100	42	72
11	68	34
75	41	78
83	99	54
35	46	89
5	87	40
34	69	66
62	34	6
13	45	93
61	32	54
30	16	40
57	56	59
11	26	80
80	57	79
68	20	16
79	87	66
82	14	69
34	32	33
97	49	47
41	58	47
14	47	37
84	22	59
29	63	99
4	40	75
1	35	90
62	83	0
90	83	41
82	61	68
99	29	52
77	20	14
7	31	78
86	49	10
97	96	26
48	29	69
78	16	19
47	44	6
79	86	63
24	31	70
26	47	48
27	67	79
51	36	53
12	16	99
74	27	46
5	76	31
