97	51	5
84	16	50
97	22	87
10	67	43
64	89	6
88	18	14
47	44	98
8	62	26
96	63	21
61	80	56
30	80	16
11	58	19
26	60	4
27	40	77
21	17	8
8	33	78
82	4	62
85	31	89
13	96	21
47	25	25
96	83	18
74	6	12
65	0	50
59	81	52
37	15	41
37	12	37
28	91	95
7	30	85
67	14	51
49	51	34
51	2	60
26	4	12
70	30	90
53	15	84
91	3	26
18	35	91
33	66	15
65	29	23
100	15	57
90	35	78
72	2	47
54	1	30
20	71	99
59	17	29
2	16	69
88	3	57
58	8	32
94	74	3
79	26	34
18	21	8
11	46	89
61	31	55
50	96	99
63	67	14
95	53	85
30	14	10
32	30	9
76	12	20
83	21	64
63	13	84
51	79	32
57	10	77
58	55	63
94	97	99
41	33	69
22	59	42
90	74	48
44	29	18
20	50	98
69	97	87
21	66	100
