55	84	78
57	49	87
1	33	10
4	38	58
12	4	86
12	81	4
55	74	70
45	24	25
11	82	12
66	11	41
17	6	64
38	34	27
78	56	8
23	13	97
39	24	31
56	71	88
95	73	71
74	11	10
83	83	48
28	6	94
97	36	40
64	68	29
51	64	44
53	96	47
84	54	69
63	35	42
96	29	2
20	80	74
46	81	91
22	43	78
7	77	87
17	9	100
66	78	28
60	58	59
9	52	36
50	91	0
4	25	31
76	48	94
40	79	2
40	94	57
95	46	35
4	29	41
53	78	56
59	3	82
16	64	12
89	76	51
94	63	51
43	65	23
2	80	54
55	42	22
70	73	41
33	72	86
18	69	38
7	33	64
56	55	13
88	66	75
85	82	83
93	49	21
36	42	32
24	62	73
53	67	1
11	61	62
48	27	99
32	46	48
26	0	4
97	0	30
66	72	49
57	14	4
65	77	31
65	40	10
49	45	17
91	38	99
45	40	99
78	91	89
12	30	72
39	13	50
43	38	75
29	80	97
30	79	70
61	60	2
2	21	92
70	31	87
59	27	89
46	9	20
89	49	16
9	40	3
27	99	72
1	6	54
31	65	6
25	8	78
74	36	99
4	76	21
32	25	97
22	91	69
58	86	83
63	77	77
7	27	88
94	56	28
17	22	70
44	75	1
59	55	78
3	33	57
28	89	6
42	27	88
2	7	0
18	31	8
38	70	78
70	21	1
44	7	98
18	96	13
82	14	19
