81	74	29
90	30	64
35	77	84
89	64	37
67	43	10
38	0	81
43	92	4
75	59	58
24	72	21
91	75	0
9	27	67
77	32	12
67	24	83
63	98	31
44	52	68
26	6	41
81	61	46
34	55	72
61	76	44
88	37	70
7	23	43
33	39	51
13	82	98
74	16	46
69	88	8
94	65	96
86	87	81
81	77	89
65	4	51
23	0	49
49	75	73
1	18	66
59	10	53
68	57	27
65	26	11
50	93	50
28	11	38
81	40	65
36	33	10
13	65	18
27	99	82
51	7	10
62	61	72
83	34	89
18	72	92
20	16	100
68	48	20
33	90	63
20	11	2
75	18	24
59	88	99
2	13	20
65	64	55
95	51	90
62	51	15
15	99	50
6	52	12
97	30	43
78	80	95
57	58	55
89	70	14
