63	36	40
49	14	80
53	97	61
48	15	22
32	65	71
71	36	9
97	47	46
86	19	71
84	80	10
83	43	75
66	9	65
85	55	28
48	69	42
11	82	61
28	91	95
14	32	59
25	55	9
3	96	100
94	20	16
99	87	47
20	51	4
39	77	5
82	55	40
36	53	89
40	90	75
96	81	25
51	50	49
63	91	59
91	34	21
0	63	58
60	24	92
57	14	33
19	54	29
16	100	20
31	18	18
8	86	29
25	89	20
40	8	53
53	68	8
55	13	47
63	36	20
91	60	72
68	56	96
1	75	71
68	35	45
19	84	62
68	50	89
85	4	28
18	56	66
83	48	2
22	34	26
90	33	79
11	61	31
44	67	56
37	46	10
12	47	71
18	16	6
73	67	13
86	54	7
47	73	25
3	56	58
